mint,created_at,creator_address,price_highest,market_cap_highest,rug_probability,risk_level,rug_indicator,super_cluster_id,cluster_network_count,cluster_creator_count,cluster_risk_level
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00315,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00316,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00323,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00344,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00351,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00379,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00381,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00389,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00401,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00408,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00505,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00511,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00512,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00519,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00531,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00538,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00541,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00559,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00583,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00601,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00617,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00618,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00622,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00647,23,152,CRITICAL
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00655,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00672,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00708,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00713,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00716,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00741,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00743,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00753,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00757,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00769,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00774,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00777,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00782,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00814,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00817,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00855,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00865,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00877,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00881,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00895,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00906,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00928,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00952,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00954,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_00962,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_01052,1,4,LOW
5sDojwCHVF6jFCBg86fxW4TzP5qj19KVYAX6yTDxpump,2026-02-15T21:55:18Z,ECU3TzHCrGUhK9Zb524xAhz7pcihPmqzaxAXBLVJjvVm,1.6710693025e-09,1.67,,,,net_01079,1,4,LOW
3tYvk6GYcVn5S9BgX8R97MBPEs4Tqk3gA7Cfy5zwpump,2026-02-15T21:55:08Z,GguKCgLYxwtWgpXzubxkq7E3ZzAYQFbda71DvfbkrKPh,1.2462291233e-08,12.46,,,,net_00084,1,7,MEDIUM
4CdKpjhUz5zH6sj81Sj2CVwsPWR8pNp2aNYR4YTJpump,2026-02-15T21:50:12Z,9DJWC2sYxNZZPBGKpteGv49xHy4wrPdfVjZmXePyqqpA,8.1950000000e-06,8195.79,,,,NONE,0,0,NONE
CUGWsZpmX5RtDE7xr3kRPBqAUsrUGUD7ebYXyesvpump,2026-02-15T21:48:02Z,Fh6dFXof133DWm6cbTb1oFM5rUJ6CYBHGf1FBcHRBJ2P,2.4958500941e-08,24.96,,,,net_00096,1,2,LOW
CUGWsZpmX5RtDE7xr3kRPBqAUsrUGUD7ebYXyesvpump,2026-02-15T21:48:02Z,Fh6dFXof133DWm6cbTb1oFM5rUJ6CYBHGf1FBcHRBJ2P,2.4958500941e-08,24.96,,,,net_00171,1,2,LOW
CUGWsZpmX5RtDE7xr3kRPBqAUsrUGUD7ebYXyesvpump,2026-02-15T21:48:02Z,Fh6dFXof133DWm6cbTb1oFM5rUJ6CYBHGf1FBcHRBJ2P,2.4958500941e-08,24.96,,,,net_00279,1,2,LOW
CUGWsZpmX5RtDE7xr3kRPBqAUsrUGUD7ebYXyesvpump,2026-02-15T21:48:02Z,Fh6dFXof133DWm6cbTb1oFM5rUJ6CYBHGf1FBcHRBJ2P,2.4958500941e-08,24.96,,,,net_00394,1,2,LOW
CUGWsZpmX5RtDE7xr3kRPBqAUsrUGUD7ebYXyesvpump,2026-02-15T21:48:02Z,Fh6dFXof133DWm6cbTb1oFM5rUJ6CYBHGf1FBcHRBJ2P,2.4958500941e-08,24.96,,,,net_00647,23,152,CRITICAL
CUGWsZpmX5RtDE7xr3kRPBqAUsrUGUD7ebYXyesvpump,2026-02-15T21:48:02Z,Fh6dFXof133DWm6cbTb1oFM5rUJ6CYBHGf1FBcHRBJ2P,2.4958500941e-08,24.96,,,,net_00725,1,2,LOW
84CYQkyJwj2ywLQ25KZmJWUqYn3Vv568yyLNzLKQpump,2026-02-15T21:46:27Z,D4zSQWoznUoxW9WRoDRJfrAEviqmFX5eYwu9fZc28tPz,3.2300000000e-05,32306.08,,,,NONE,0,0,NONE
3un1Teh5yJYXYmSiAupwoTHiYSiBmL4ei81S5EUPpump,2026-02-15T21:44:51Z,H8dAomFFj5YR94GHKjMArkdcXRJ36cEWMcanJyUhMFbs,4.2445562630e-09,4.24,,,,NONE,0,0,NONE
EsMHbK9NTz1s2GhCzx3XnhKBLYASeNHatfaWQ6kipump,2026-02-15T21:41:37Z,5JzNqkcx5ESQSDWNDZ3MvxBE9Ps7KRm92srcHRzR8vGN,2.9822166490e-09,2.98,,,,net_00055,1,2,LOW
EsMHbK9NTz1s2GhCzx3XnhKBLYASeNHatfaWQ6kipump,2026-02-15T21:41:37Z,5JzNqkcx5ESQSDWNDZ3MvxBE9Ps7KRm92srcHRzR8vGN,2.9822166490e-09,2.98,,,,net_00104,1,2,LOW
EsMHbK9NTz1s2GhCzx3XnhKBLYASeNHatfaWQ6kipump,2026-02-15T21:41:37Z,5JzNqkcx5ESQSDWNDZ3MvxBE9Ps7KRm92srcHRzR8vGN,2.9822166490e-09,2.98,,,,net_00429,1,2,LOW
EsMHbK9NTz1s2GhCzx3XnhKBLYASeNHatfaWQ6kipump,2026-02-15T21:41:37Z,5JzNqkcx5ESQSDWNDZ3MvxBE9Ps7KRm92srcHRzR8vGN,2.9822166490e-09,2.98,,,,net_00453,1,2,LOW
EsMHbK9NTz1s2GhCzx3XnhKBLYASeNHatfaWQ6kipump,2026-02-15T21:41:37Z,5JzNqkcx5ESQSDWNDZ3MvxBE9Ps7KRm92srcHRzR8vGN,2.9822166490e-09,2.98,,,,net_00482,1,5,LOW
EsMHbK9NTz1s2GhCzx3XnhKBLYASeNHatfaWQ6kipump,2026-02-15T21:41:37Z,5JzNqkcx5ESQSDWNDZ3MvxBE9Ps7KRm92srcHRzR8vGN,2.9822166490e-09,2.98,,,,net_00776,1,5,LOW
EsMHbK9NTz1s2GhCzx3XnhKBLYASeNHatfaWQ6kipump,2026-02-15T21:41:37Z,5JzNqkcx5ESQSDWNDZ3MvxBE9Ps7KRm92srcHRzR8vGN,2.9822166490e-09,2.98,,,,net_00872,1,3,LOW
EsMHbK9NTz1s2GhCzx3XnhKBLYASeNHatfaWQ6kipump,2026-02-15T21:41:37Z,5JzNqkcx5ESQSDWNDZ3MvxBE9Ps7KRm92srcHRzR8vGN,2.9822166490e-09,2.98,,,,net_00907,1,2,LOW
EsMHbK9NTz1s2GhCzx3XnhKBLYASeNHatfaWQ6kipump,2026-02-15T21:41:37Z,5JzNqkcx5ESQSDWNDZ3MvxBE9Ps7KRm92srcHRzR8vGN,2.9822166490e-09,2.98,,,,net_00918,1,2,LOW
EWCE6tqobyUWbS9miK1UhvV5Xy7r1uxJq4EhzRpkpump,2026-02-15T21:40:30Z,8fBk6weYQxtmAWjoUxugQrDjkPp8MaRENfYh4cSUTXSJ,2.1856231164e-07,218.56,,,,NONE,0,0,NONE
4JfGNquYQqryL11BGsy8c4kNXm1RNn8p6sCN5vSu2QVd,2026-02-15T21:39:43Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,1.5323451321e-08,15.32,,,,net_00031,22,12,MEDIUM
4JfGNquYQqryL11BGsy8c4kNXm1RNn8p6sCN5vSu2QVd,2026-02-15T21:39:43Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,1.5323451321e-08,15.32,,,,net_00305,1,2,LOW
4JfGNquYQqryL11BGsy8c4kNXm1RNn8p6sCN5vSu2QVd,2026-02-15T21:39:43Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,1.5323451321e-08,15.32,,,,net_00330,1,2,LOW
4JfGNquYQqryL11BGsy8c4kNXm1RNn8p6sCN5vSu2QVd,2026-02-15T21:39:43Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,1.5323451321e-08,15.32,,,,net_00482,1,5,LOW
4JfGNquYQqryL11BGsy8c4kNXm1RNn8p6sCN5vSu2QVd,2026-02-15T21:39:43Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,1.5323451321e-08,15.32,,,,net_00485,1,3,LOW
4JfGNquYQqryL11BGsy8c4kNXm1RNn8p6sCN5vSu2QVd,2026-02-15T21:39:43Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,1.5323451321e-08,15.32,,,,net_00524,1,2,LOW
4JfGNquYQqryL11BGsy8c4kNXm1RNn8p6sCN5vSu2QVd,2026-02-15T21:39:43Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,1.5323451321e-08,15.32,,,,net_00744,1,4,LOW
4JfGNquYQqryL11BGsy8c4kNXm1RNn8p6sCN5vSu2QVd,2026-02-15T21:39:43Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,1.5323451321e-08,15.32,,,,net_00747,1,2,LOW
4JfGNquYQqryL11BGsy8c4kNXm1RNn8p6sCN5vSu2QVd,2026-02-15T21:39:43Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,1.5323451321e-08,15.32,,,,net_00831,1,2,LOW
4JfGNquYQqryL11BGsy8c4kNXm1RNn8p6sCN5vSu2QVd,2026-02-15T21:39:43Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,1.5323451321e-08,15.32,,,,net_00955,1,2,LOW
4JfGNquYQqryL11BGsy8c4kNXm1RNn8p6sCN5vSu2QVd,2026-02-15T21:39:43Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,1.5323451321e-08,15.32,,,,net_01082,1,5,LOW
75qZ5awTK5q1L21s6ubKkwnMS5x2RL1hT8wSaUmzpump,2026-02-15T21:35:09Z,FhzuG9WxKDbKgvRqPbKGk7FWmSmA1J35ea2JGErzr1zs,3.4890000000e-05,34892.43,,,,NONE,0,0,NONE
4Uddyz2PGSgXz9WtVpBu18JqKFXXEkBGGUD8LwLrpump,2026-02-15T21:34:22Z,2k7K6NGLEL6rSEAdqsU8f3Q6rXHA17huVRgY3Uqgiz21,3.0136701528e-11,0.03,,,,NONE,0,0,NONE
3YD4WGN6PsxBhfbdyXXpqNXfaW6NtSvUKCVGTNdVpump,2026-02-15T21:14:54Z,EfCUvxMmRJNaMxCwwQxQM4kyKS8x7u1BXcnRuRUJrKry,5.2108481778e-08,52.11,,,,net_00049,15,15,MEDIUM
D96SyYMY5CQxrBnqe7k3V9zybjXMqZUkSvsgkfjrpump,2026-02-15T21:05:49Z,7HFmvyqfZtuWEjUjGBprhqtWJ4dRU8VqQ6AV3MkHewXd,7.1407554626e-11,0.07,,,,NONE,0,0,NONE
9xiAnodFhwv34weFJradmMiqZyNYQDP81GPzqAzKWQrk,2026-02-15T21:02:40Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,2.7213306803e-07,272.13,,,,net_00031,22,12,MEDIUM
9xiAnodFhwv34weFJradmMiqZyNYQDP81GPzqAzKWQrk,2026-02-15T21:02:40Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,2.7213306803e-07,272.13,,,,net_00305,1,2,LOW
9xiAnodFhwv34weFJradmMiqZyNYQDP81GPzqAzKWQrk,2026-02-15T21:02:40Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,2.7213306803e-07,272.13,,,,net_00330,1,2,LOW
9xiAnodFhwv34weFJradmMiqZyNYQDP81GPzqAzKWQrk,2026-02-15T21:02:40Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,2.7213306803e-07,272.13,,,,net_00482,1,5,LOW
9xiAnodFhwv34weFJradmMiqZyNYQDP81GPzqAzKWQrk,2026-02-15T21:02:40Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,2.7213306803e-07,272.13,,,,net_00485,1,3,LOW
9xiAnodFhwv34weFJradmMiqZyNYQDP81GPzqAzKWQrk,2026-02-15T21:02:40Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,2.7213306803e-07,272.13,,,,net_00524,1,2,LOW
9xiAnodFhwv34weFJradmMiqZyNYQDP81GPzqAzKWQrk,2026-02-15T21:02:40Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,2.7213306803e-07,272.13,,,,net_00744,1,4,LOW
9xiAnodFhwv34weFJradmMiqZyNYQDP81GPzqAzKWQrk,2026-02-15T21:02:40Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,2.7213306803e-07,272.13,,,,net_00747,1,2,LOW
9xiAnodFhwv34weFJradmMiqZyNYQDP81GPzqAzKWQrk,2026-02-15T21:02:40Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,2.7213306803e-07,272.13,,,,net_00831,1,2,LOW
9xiAnodFhwv34weFJradmMiqZyNYQDP81GPzqAzKWQrk,2026-02-15T21:02:40Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,2.7213306803e-07,272.13,,,,net_00955,1,2,LOW
9xiAnodFhwv34weFJradmMiqZyNYQDP81GPzqAzKWQrk,2026-02-15T21:02:40Z,bwamJzztZsepfkteWRChggmXuiiCQvpLqPietdNfSXa,2.7213306803e-07,272.13,,,,net_01082,1,5,LOW
6V7ZVsufumHrVHkAH79HY8XXquaTC45Qr5GeCTqgpump,2026-02-15T21:02:16Z,6QKiz2QCBuSv2bU5A1abLLkBUH4TPip4svo72qyKe3SA,7.6135613981e-09,7.61,,,,NONE,0,0,NONE
HJXv5tprRMaC3841uVF2ynACZ19DRHeEv9fWrSjgpump,2026-02-15T21:01:45Z,3egQ1DBiBQucNwLYEqUDRhqaa5eXDHfPh5pmZn45zJcT,8.1505638694e-11,0.08,,,,NONE,0,0,NONE
BPEGVEYpXSrZgNmf2vzagGWrgGVih7m4LsV9cCBmPGkR,2026-02-15T20:58:54Z,A8CemumoSnWLyAGkrxk4aRTHnHnuTunmTHFXP41q23Jt,5.3377747008e-08,53.38,,,,net_00599,1,2,LOW
5ZgpFUpM9qDcc9hBLRk68N4TZQjwGn8deu8pXexExGcE,2026-02-15T20:57:45Z,FgifQEkRkSSXZjf2cJ4c55BhVts2yrNKzmzBLLyicg8b,3.3940000000e-05,33949.00,,,,net_00037,42,17,MEDIUM
5ZgpFUpM9qDcc9hBLRk68N4TZQjwGn8deu8pXexExGcE,2026-02-15T20:57:45Z,FgifQEkRkSSXZjf2cJ4c55BhVts2yrNKzmzBLLyicg8b,3.3940000000e-05,33949.00,,,,net_00050,1,2,LOW
5ZgpFUpM9qDcc9hBLRk68N4TZQjwGn8deu8pXexExGcE,2026-02-15T20:57:45Z,FgifQEkRkSSXZjf2cJ4c55BhVts2yrNKzmzBLLyicg8b,3.3940000000e-05,33949.00,,,,net_00098,1,4,LOW
5ZgpFUpM9qDcc9hBLRk68N4TZQjwGn8deu8pXexExGcE,2026-02-15T20:57:45Z,FgifQEkRkSSXZjf2cJ4c55BhVts2yrNKzmzBLLyicg8b,3.3940000000e-05,33949.00,,,,net_00166,1,3,LOW
5ZgpFUpM9qDcc9hBLRk68N4TZQjwGn8deu8pXexExGcE,2026-02-15T20:57:45Z,FgifQEkRkSSXZjf2cJ4c55BhVts2yrNKzmzBLLyicg8b,3.3940000000e-05,33949.00,,,,net_00558,1,3,LOW
5ZgpFUpM9qDcc9hBLRk68N4TZQjwGn8deu8pXexExGcE,2026-02-15T20:57:45Z,FgifQEkRkSSXZjf2cJ4c55BhVts2yrNKzmzBLLyicg8b,3.3940000000e-05,33949.00,,,,net_00616,1,2,LOW
5ZgpFUpM9qDcc9hBLRk68N4TZQjwGn8deu8pXexExGcE,2026-02-15T20:57:45Z,FgifQEkRkSSXZjf2cJ4c55BhVts2yrNKzmzBLLyicg8b,3.3940000000e-05,33949.00,,,,net_00631,1,3,LOW
GZJ6ePLizfUChjyi5HbJ8PPexp1xxkE7o24PRqb9pump,2026-02-15T20:56:15Z,87XxAps1WzKuDVaAmTJSCbdhjhyBzn7pd1cwCsbADr73,1.6943579441e-09,1.69,,,,net_00412,1,3,LOW
GZJ6ePLizfUChjyi5HbJ8PPexp1xxkE7o24PRqb9pump,2026-02-15T20:56:15Z,87XxAps1WzKuDVaAmTJSCbdhjhyBzn7pd1cwCsbADr73,1.6943579441e-09,1.69,,,,net_00525,1,2,LOW
