mint,created_at,creator_address,price_highest,market_cap_highest,rug_probability,risk_level,rug_indicator,super_cluster_id,cluster_network_count,cluster_creator_count,cluster_risk_level
HEYKwDJRoSsiLNQ9F9bZFKo7yxum1WbTFCgiHTX5h6tb,2026-02-16T17:05:43Z,6xvfppHXtf464GWLabpoQCQcV8aduorTvaDaajExevcQ,1.9052671078e-07,190.53,,,,NONE,0,0,NONE
GYniUGX4rDrqVjNoZyLafqvroU8VAP5PwHAncPgipump,2026-02-16T16:52:01Z,5Kz5DQFEmaXAp1yBMbHkhiaVMGgPq6nGZGTgjttN41zH,3.0129542705e-11,0.03,,,,NONE,0,0,NONE
3xHvvEomh6jFDQ1WEqS3NzPwr7a5F11VASQy3eu1pump,2026-02-16T16:39:32Z,571uzWpMeRuHEuWFC61FFsnXYV8DbE33QuBjCJhMqXh4,3.0589429639e-10,0.31,,,,NONE,0,0,NONE
GJpaM3MuA4n9wydQbPt4mZL26sDHpXEt7KX6Dkeupump,2026-02-16T16:38:41Z,BkCVq9WRAkYTPawzEZRacW1TuB5M2344BzduEZmKM5dh,1.0119193917e-08,10.12,,,,NONE,0,0,NONE
CRNjUJn2xQoEwJj2N16WJSMcZ5Eti8xHuoSpW6r6pump,2026-02-16T16:38:28Z,KdmQv6CP5TcWrgcHnmDWjGyUYeygc4uuKwdPiEAFjvh,1.8581992569e-10,0.19,,,,NONE,0,0,NONE
D4P55nDfh8LqSRTVeRAQbR3mSrTRqaYkancbVkGnpump,2026-02-16T16:38:23Z,GvhAwkqH1BUR7eD7EcaYNnYjBTCmYUnuNUDokEM8HRff,2.4223214824e-11,0.02,,,,NONE,0,0,NONE
8VQErzhWAQEt1AXW1fNnA5g21sMBf1byBJHyNuDvpump,2026-02-16T16:36:40Z,DHxcvwiyVig8mZq15qzt32HQN8oK17KfvzeBrxsoXus5,5.7600540707e-08,57.60,,,,NONE,0,0,NONE
JBgThRJrPNxER2yaYp6FNZM8pjDg4nTSDgVCrf68pump,2026-02-16T16:28:46Z,7cu9jh7ce54at8KQopdCdAVfNfVp8Y9XepXxy823XWKU,,,,,,NONE,0,0,NONE
HvcgiuDuy7JT4VyhM1FXAvPXpeSsqZ4SQVbg5Zq8pump,2026-02-16T16:28:26Z,HkAzojYPgmY8jw98AdtByg1gLdBXzbV9X59qtiwb5h87,2.7642592160e-11,0.03,,,,NONE,0,0,NONE
AwjrxReqLBVC6ozN5XLqkgrweveuL7T6pKQBz3Lpump,2026-02-16T16:27:17Z,3zKHSzzFDiuxUEtpX2XRzzuLXXGKFY2TRh7TiPtJ1Dp4,,,,,,NONE,0,0,NONE
5aoYikfdb7ed33JqFeJUeCYPPLWcoqV7fDt4CoRGpump,2026-02-16T16:25:49Z,HGbFD4jhBZCDykz2xySP95i3ancAwXs5BXvGsHhynmBo,4.5132069475e-11,0.05,,,,NONE,0,0,NONE
ndbPV2nmoPZNcM2jM2LoqgdZSFaCdB19f5Zb19hpump,2026-02-16T16:21:34Z,2GwzAG8X8dPBFpKbenthhh6W6pJT3rfY21NmpaFgbTry,1.1248298570e-07,112.48,,,,NONE,0,0,NONE
24JxjsfbtyUakE4LrjqJ7NS3bJAQME9kmj5UdjC5pump,2026-02-16T16:18:36Z,Hm3MExkSB2BsYSGyKLUA3TooRmqLUvAC3JS8Abp6poLy,3.0240000000e-05,30247.14,,,,NONE,0,0,NONE
449pYD2LdRB5p8ycyk2mcFzvbU1qZtVvd66dQ9xcpump,2026-02-16T16:17:06Z,8wGLS3EY5hQAUxUKes3adQnBRa71PGXjj3zR1NKe8j4n,6.3523022267e-10,0.64,,,,NONE,0,0,NONE
54rpB2bJpqfFNDG4sX1H8b7fLcAA3ftoQqCFCxQVpump,2026-02-16T16:14:11Z,5hAgYC8TJCcEZV7LTXAzkTrm7YL29YXyQQJPCNrG84zM,6.1047984298e-08,61.05,,,,NONE,0,0,NONE
5qUSag9KzJBwZpvsEUeMNuyYEZ6AB8G3YPhWN6sqpump,2026-02-16T15:55:34Z,CRHi4vH6iqc8kByKQD8xmZstZsHZdM4JWTmU6w5H7Pfo,1.1696095423e-10,0.12,,,,NONE,0,0,NONE
7Fi817h8YaESdWf6HYmC6yCMWxW6krFrRAXTMovnpump,2026-02-16T14:13:09Z,DJQwtiowTJmAvAu4vhCaFgPiS3nnKD5r5agZgBQEdHK2,5.1028459103e-08,51.03,,,,NONE,0,0,NONE
HLHM4F1vRMKu5i2c4QjTzjYyiJc9RMGnXAcRdKD2pump,2026-02-16T13:53:35Z,EyY1DMZ6mGCx8BU7n3gPRW6DQnZWxGQC4CTJJLWPxarx,2.7657451236e-08,27.66,,,,net_00237,1,3,LOW
HLHM4F1vRMKu5i2c4QjTzjYyiJc9RMGnXAcRdKD2pump,2026-02-16T13:53:35Z,EyY1DMZ6mGCx8BU7n3gPRW6DQnZWxGQC4CTJJLWPxarx,2.7657451236e-08,27.66,,,,net_00625,1,2,LOW
HLHM4F1vRMKu5i2c4QjTzjYyiJc9RMGnXAcRdKD2pump,2026-02-16T13:53:35Z,EyY1DMZ6mGCx8BU7n3gPRW6DQnZWxGQC4CTJJLWPxarx,2.7657451236e-08,27.66,,,,net_00647,23,152,CRITICAL
HLHM4F1vRMKu5i2c4QjTzjYyiJc9RMGnXAcRdKD2pump,2026-02-16T13:53:35Z,EyY1DMZ6mGCx8BU7n3gPRW6DQnZWxGQC4CTJJLWPxarx,2.7657451236e-08,27.66,,,,net_00706,1,2,LOW
HLHM4F1vRMKu5i2c4QjTzjYyiJc9RMGnXAcRdKD2pump,2026-02-16T13:53:35Z,EyY1DMZ6mGCx8BU7n3gPRW6DQnZWxGQC4CTJJLWPxarx,2.7657451236e-08,27.66,,,,net_01090,1,3,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00147,1,2,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00255,1,2,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00317,1,2,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00385,1,5,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00405,1,3,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00442,1,5,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00486,1,2,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00513,1,2,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00588,1,3,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00610,1,4,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00636,1,3,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00650,1,2,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00688,1,3,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00696,1,2,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00703,1,2,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00704,1,5,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00728,1,7,MEDIUM
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00739,1,4,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00800,1,7,MEDIUM
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00830,1,3,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00862,1,2,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00981,1,2,LOW
6gbFztbV8mRbnaEZ16vVWnC6oVmxUD4rwvnZjmvpump,2026-02-16T13:41:43Z,EFaQQTGywnD4CjQQvTugUiyVT4LV9G6MsWqiub8X6unN,3.3539671638e-08,33.54,,,,net_00992,1,2,LOW
GkDY92hamTR9Vv8QDHhq548KgoSb5fpCXTjFdNAVpump,2026-02-16T13:18:55Z,HwWXrNYDrxFQgFVE8dfUtDeSbm1H8P8Bq5peR9aNGZWz,1.4970808901e-08,14.97,,,,NONE,0,0,NONE
A8Gt5Ji9MBUU28MXc66QRDnbBP1PmyUN9mhtt9uupump,2026-02-16T12:43:11Z,3SsboM1iwAbsaF3gfwTEy5mcNW5dgr42JvhDcE7QS3Mt,2.4217963219e-10,0.24,,,,NONE,0,0,NONE
CuvxpKXpbsqRuqLUJ3eymMkAujZ2CDwxYVH74mk2pump,2026-02-16T12:41:46Z,2fXwbZcXYevos9FsoTBpnuL5F5vUiZALYBVCbYXnf69K,,,,,,NONE,0,0,NONE
HGyyHopsYG9Xvv7hnwD9EMYAySRtCqLxEBgsb1Ykpump,2026-02-16T12:40:04Z,GtPfmn3Cnbf5DBtQtbq9hW3WpUY1X9aEjjJvGpMFAtpJ,1.3540570513e-07,135.41,,,,NONE,0,0,NONE
43daNFzoKXzy6DPNUQQXMSwMVXLkyqCcbrLC4KjSpump,2026-02-16T12:38:59Z,7HPJYWyQwqQLrvosnEU1oRW722PcFaYANNVipEBkdwmp,5.8259595603e-07,582.60,,,,NONE,0,0,NONE
UtXpkpDx7RQfuykyfSbugpSPyLce3oigNHQNbnFpump,2026-02-16T12:32:29Z,9yvVLKSSyLLgMhapX4L4Ki5522FFCBsoF8hMV3n4FLBo,,,,,,NONE,0,0,NONE
5tVEXd4vUJQRDS4Fzixcsp9YTLdWZG67UiKPVccppump,2026-02-16T12:24:21Z,G4GHspRmc5WQCUiBPuPr9yXQib6ErNWAQWWcfF7FvUCj,3.4134767106e-09,3.41,,,,NONE,0,0,NONE
GXbgigBpFQcitHChpF7RKL9fpAnA4nf671MgUVmEpump,2026-02-16T12:23:04Z,BAqUBRxWqXNb1ariksBZmrax8h8f3ow6f8HGtXxms7Vh,1.1403914622e-07,114.04,,,,NONE,0,0,NONE
J1HyTYkSxMPUfyv55hoFZzzvhqtwnhSFwGJcZYJvpump,2026-02-16T12:21:54Z,AoUVnVo2q3pMNBPbGHVuZE3A2baBRhDkNMNRhtF2u1KV,2.5028970702e-07,250.29,,,,net_00042,1,2,LOW
BKVCU8LtjBUSBUR3aSYxB4ZNcBE4gjnVLvdzwu3hpump,2026-02-16T12:02:39Z,FrHdpmJFB2MQM549VntUc1yC2acf9yY97JJh9ccgDVPv,1.4041432491e-07,140.41,,,,net_00024,33,5,LOW
7zD6RbP5VhjHW5Jai3XHdb5zcitDfJE3vGwNzDKmpump,2026-02-16T11:52:32Z,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,2.5773667137e-10,0.26,,,,net_00015,1,4,LOW
7zD6RbP5VhjHW5Jai3XHdb5zcitDfJE3vGwNzDKmpump,2026-02-16T11:52:32Z,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,2.5773667137e-10,0.26,,,,net_00028,38,11,MEDIUM
7zD6RbP5VhjHW5Jai3XHdb5zcitDfJE3vGwNzDKmpump,2026-02-16T11:52:32Z,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,2.5773667137e-10,0.26,,,,net_00088,1,3,LOW
7zD6RbP5VhjHW5Jai3XHdb5zcitDfJE3vGwNzDKmpump,2026-02-16T11:52:32Z,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,2.5773667137e-10,0.26,,,,net_00100,1,2,LOW
7zD6RbP5VhjHW5Jai3XHdb5zcitDfJE3vGwNzDKmpump,2026-02-16T11:52:32Z,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,2.5773667137e-10,0.26,,,,net_00148,1,2,LOW
7zD6RbP5VhjHW5Jai3XHdb5zcitDfJE3vGwNzDKmpump,2026-02-16T11:52:32Z,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,2.5773667137e-10,0.26,,,,net_00155,1,2,LOW
7zD6RbP5VhjHW5Jai3XHdb5zcitDfJE3vGwNzDKmpump,2026-02-16T11:52:32Z,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,2.5773667137e-10,0.26,,,,net_00186,1,2,LOW
7zD6RbP5VhjHW5Jai3XHdb5zcitDfJE3vGwNzDKmpump,2026-02-16T11:52:32Z,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,2.5773667137e-10,0.26,,,,net_00373,1,5,LOW
7zD6RbP5VhjHW5Jai3XHdb5zcitDfJE3vGwNzDKmpump,2026-02-16T11:52:32Z,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,2.5773667137e-10,0.26,,,,net_00441,1,2,LOW
7zD6RbP5VhjHW5Jai3XHdb5zcitDfJE3vGwNzDKmpump,2026-02-16T11:52:32Z,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,2.5773667137e-10,0.26,,,,net_00592,1,8,MEDIUM
7zD6RbP5VhjHW5Jai3XHdb5zcitDfJE3vGwNzDKmpump,2026-02-16T11:52:32Z,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,2.5773667137e-10,0.26,,,,net_00658,1,2,LOW
7zD6RbP5VhjHW5Jai3XHdb5zcitDfJE3vGwNzDKmpump,2026-02-16T11:52:32Z,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,2.5773667137e-10,0.26,,,,net_00766,1,2,LOW
7zD6RbP5VhjHW5Jai3XHdb5zcitDfJE3vGwNzDKmpump,2026-02-16T11:52:32Z,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,2.5773667137e-10,0.26,,,,net_00800,1,7,MEDIUM
7zD6RbP5VhjHW5Jai3XHdb5zcitDfJE3vGwNzDKmpump,2026-02-16T11:52:32Z,A8Z1ejQGk45EJibBPJviWnM3UvwKSuYun53nSCkWKM52,2.5773667137e-10,0.26,,,,net_00820,1,2,LOW
3FFTHwa3PBeT5FCUVdz1SEVbSTKUhnUQp7y4YxmBpump,2026-02-16T11:51:32Z,FSYojWVXvrXNkFfvCAptVhpnWHuJoNzQNu7QSgsecCEz,2.0296006205e-07,202.96,,,,NONE,0,0,NONE
FJyWUykcE4oQx2Lok2nCfRwRaM1YpG1vR2bpjaU3pump,2026-02-16T11:35:56Z,Fh6dFXof133DWm6cbTb1oFM5rUJ6CYBHGf1FBcHRBJ2P,1.8061617452e-10,0.18,,,,net_00096,1,2,LOW
FJyWUykcE4oQx2Lok2nCfRwRaM1YpG1vR2bpjaU3pump,2026-02-16T11:35:56Z,Fh6dFXof133DWm6cbTb1oFM5rUJ6CYBHGf1FBcHRBJ2P,1.8061617452e-10,0.18,,,,net_00171,1,2,LOW
FJyWUykcE4oQx2Lok2nCfRwRaM1YpG1vR2bpjaU3pump,2026-02-16T11:35:56Z,Fh6dFXof133DWm6cbTb1oFM5rUJ6CYBHGf1FBcHRBJ2P,1.8061617452e-10,0.18,,,,net_00279,1,2,LOW
FJyWUykcE4oQx2Lok2nCfRwRaM1YpG1vR2bpjaU3pump,2026-02-16T11:35:56Z,Fh6dFXof133DWm6cbTb1oFM5rUJ6CYBHGf1FBcHRBJ2P,1.8061617452e-10,0.18,,,,net_00394,1,2,LOW
FJyWUykcE4oQx2Lok2nCfRwRaM1YpG1vR2bpjaU3pump,2026-02-16T11:35:56Z,Fh6dFXof133DWm6cbTb1oFM5rUJ6CYBHGf1FBcHRBJ2P,1.8061617452e-10,0.18,,,,net_00647,23,152,CRITICAL
FJyWUykcE4oQx2Lok2nCfRwRaM1YpG1vR2bpjaU3pump,2026-02-16T11:35:56Z,Fh6dFXof133DWm6cbTb1oFM5rUJ6CYBHGf1FBcHRBJ2P,1.8061617452e-10,0.18,,,,net_00725,1,2,LOW
4kTvk674brYM2DzPA4mXzsfmLwFVJVhFTV57JWZgpump,2026-02-16T11:34:47Z,7E2xT3VyL4bocnq5mWLaVFtZf7j4346aAqziuJ4NHqkp,3.6359148902e-09,3.64,,,,NONE,0,0,NONE
82a9DCie6mGDroiHYGbktZ5QQ1YebyHD6r8RtGRVpump,2026-02-16T11:20:38Z,ARhhBLMxwKdTdiCu89f8ZS8QnTEYFF3cr8RBSbdiAAfz,8.8404382001e-10,0.88,,,,net_00124,14,36,HIGH
ETqhkFpa6oWK7mNexTNS9vKaRbZw3yzjTT14oKgpump,2026-02-16T11:15:40Z,2w8ssLMPboEZ6CeEv4BvFRXQ34M4Vx1nRmnaLQDmBhWS,8.4607219943e-09,8.46,,,,NONE,0,0,NONE
4tbXEsjpmYKYGLoGSmrFnYBKnz2RhFrSdeFr12Wfpump,2026-02-16T11:15:24Z,2FLEtG94UJ9hp17y3tf3Xp9xwsz4d2o2YcSgrb8LyfWw,5.8579919885e-11,0.06,,,,NONE,0,0,NONE
NEhe1bJZ2NbHhXXfNVm5JmDfJQLqALavfAAKRMtTono,2026-02-16T11:05:11Z,862TYSvRYoiHAK3F3WwTRYAfuGiQaGdxedN9AGvRGWo2,2.0282886824e-09,2.03,,,,net_00783,1,2,LOW
NEhe1bJZ2NbHhXXfNVm5JmDfJQLqALavfAAKRMtTono,2026-02-16T11:05:11Z,862TYSvRYoiHAK3F3WwTRYAfuGiQaGdxedN9AGvRGWo2,2.0282886824e-09,2.03,,,,net_01090,1,3,LOW
HfUUCEkA4V6yDDHPq1DUsMQsBbisQgH9rYjLJcENpump,2026-02-16T10:59:41Z,8KTxLV4VcVKwHNUbRYKfbMPanK1iPSJFHQnVqxYjt2eT,8.3863096829e-08,83.86,,,,NONE,0,0,NONE
7rMRsW8gNuJaGWxQrvycDMMffpRk9ZYACHZAQcZepump,2026-02-16T10:55:13Z,AQ2NALYAhY852UYgTG3UQtC4Mh5iZDQpnmZ9vY968exC,1.2928144454e-09,1.29,,,,NONE,0,0,NONE
2XdQfA3Gjrt1wVeL1cCUwxnBVDHht5qFDUoMqCxrpump,2026-02-16T10:45:24Z,CXCydLZZG6gvee5E4QQXXsyDj9V1edMLdNNToRmdHtQx,6.9928649482e-11,0.07,,,,NONE,0,0,NONE
43BYPi9AUAeKS855Ra6qEsw2bSRqgr7LnDq7fv46pump,2026-02-16T10:43:39Z,vFFhsJX1Lo6mjms7HG3KxmtKEJKmbcCtLLk9V7zTYw3,3.6410445316e-10,0.36,,,,NONE,0,0,NONE
84ynArYLRQw4Tv4pSTuZ8DHX1b1bTMGLWsQbGagUpump,2026-02-16T10:22:42Z,Eri4HNpJTyrcpKccuo7iuaErfUFUBNesTwoVyF9kvBrR,2.0622648375e-11,0.02,,,,NONE,0,0,NONE
GhhJA1FketUUJLXc5RhUVDjgFnY5pHqh1Cehs3g1pump,2026-02-16T10:21:09Z,5z6tifpt1p7oAzXZnWsKP65QJxcbe8D1ftCAeVU1GCWv,6.0971999593e-08,60.97,,,,NONE,0,0,NONE
CAgk2Rapm2aYKfTW2g8JjqGatzAsmZMNLtJesV43pump,2026-02-16T10:11:09Z,6qvoJTqkMmjh37rg5M7JSVyUejYZMke3ynLuWG2egNdM,1.6853372335e-09,1.69,,,,NONE,0,0,NONE
AiiQVF8Ljv7tUpxNTKeXcdzyUYWqgdMFGDztKRJmpump,2026-02-16T10:01:47Z,D8n8Dy6DWC9691mR4NroSA9TdxXBxDV6Rr639RapanS4,1.0088140886e-11,0.01,,,,net_00028,38,11,MEDIUM
AiiQVF8Ljv7tUpxNTKeXcdzyUYWqgdMFGDztKRJmpump,2026-02-16T10:01:47Z,D8n8Dy6DWC9691mR4NroSA9TdxXBxDV6Rr639RapanS4,1.0088140886e-11,0.01,,,,net_00084,1,7,MEDIUM
AiiQVF8Ljv7tUpxNTKeXcdzyUYWqgdMFGDztKRJmpump,2026-02-16T10:01:47Z,D8n8Dy6DWC9691mR4NroSA9TdxXBxDV6Rr639RapanS4,1.0088140886e-11,0.01,,,,net_00356,1,3,LOW
AiiQVF8Ljv7tUpxNTKeXcdzyUYWqgdMFGDztKRJmpump,2026-02-16T10:01:47Z,D8n8Dy6DWC9691mR4NroSA9TdxXBxDV6Rr639RapanS4,1.0088140886e-11,0.01,,,,net_00373,1,5,LOW
AiiQVF8Ljv7tUpxNTKeXcdzyUYWqgdMFGDztKRJmpump,2026-02-16T10:01:47Z,D8n8Dy6DWC9691mR4NroSA9TdxXBxDV6Rr639RapanS4,1.0088140886e-11,0.01,,,,net_00537,1,2,LOW
AiiQVF8Ljv7tUpxNTKeXcdzyUYWqgdMFGDztKRJmpump,2026-02-16T10:01:47Z,D8n8Dy6DWC9691mR4NroSA9TdxXBxDV6Rr639RapanS4,1.0088140886e-11,0.01,,,,net_00624,1,2,LOW
AiiQVF8Ljv7tUpxNTKeXcdzyUYWqgdMFGDztKRJmpump,2026-02-16T10:01:47Z,D8n8Dy6DWC9691mR4NroSA9TdxXBxDV6Rr639RapanS4,1.0088140886e-11,0.01,,,,net_00879,1,4,LOW
AiiQVF8Ljv7tUpxNTKeXcdzyUYWqgdMFGDztKRJmpump,2026-02-16T10:01:47Z,D8n8Dy6DWC9691mR4NroSA9TdxXBxDV6Rr639RapanS4,1.0088140886e-11,0.01,,,,net_00938,1,2,LOW
AiiQVF8Ljv7tUpxNTKeXcdzyUYWqgdMFGDztKRJmpump,2026-02-16T10:01:47Z,D8n8Dy6DWC9691mR4NroSA9TdxXBxDV6Rr639RapanS4,1.0088140886e-11,0.01,,,,net_00945,1,2,LOW
AiiQVF8Ljv7tUpxNTKeXcdzyUYWqgdMFGDztKRJmpump,2026-02-16T10:01:47Z,D8n8Dy6DWC9691mR4NroSA9TdxXBxDV6Rr639RapanS4,1.0088140886e-11,0.01,,,,net_00957,1,2,LOW
7bwBbZ5edokqFMdp68EjyYqwTUXdX3ET2n9bD4T8pump,2026-02-16T09:38:40Z,G21g2wLkSPxTJDHRVXvkyNJXJpSzTALY4pGidUdijSAn,9.3823432005e-09,9.38,,,,NONE,0,0,NONE
5QkNuHeLv5jK1HnQQiM5QAytLToihfVcVLJLAqkhpump,2026-02-16T09:38:17Z,79hbkFpa1s6kLP4TC8gwAiRNHqL3Cnu6bHR8uN7Zwbwe,4.6089734141e-08,46.09,,,,NONE,0,0,NONE
SoiNj2B9guChiKy8WMFmu55ooHjvaUwkJcCAjXspump,2026-02-16T09:23:05Z,3c7Gk1wRTfhiKuwM9v7LqxU5Gx55GJkizZsSXwjvNdLx,6.7540999679e-09,6.75,,,,NONE,0,0,NONE
8oyNg6sv32JhjbzAGKtPskhGqzFMQca2FagTN3AJpump,2026-02-16T09:07:11Z,EB1KHV23s1794LQC4JBFUvf6SmW7b5paEVCHnYFHkrF,4.0144248568e-08,40.14,,,,NONE,0,0,NONE
BHE2EggxupoCEiDxdXt67DAtYJ3CsHtjac6EiY8ipump,2026-02-16T08:58:15Z,gangJEP5geDHjPVRhDS5dTF5e6GtRvtNogMEEVs91RV,3.2404314579e-08,32.40,,,,net_00042,1,2,LOW
BHE2EggxupoCEiDxdXt67DAtYJ3CsHtjac6EiY8ipump,2026-02-16T08:58:15Z,gangJEP5geDHjPVRhDS5dTF5e6GtRvtNogMEEVs91RV,3.2404314579e-08,32.40,,,,net_00080,1,2,LOW
BHE2EggxupoCEiDxdXt67DAtYJ3CsHtjac6EiY8ipump,2026-02-16T08:58:15Z,gangJEP5geDHjPVRhDS5dTF5e6GtRvtNogMEEVs91RV,3.2404314579e-08,32.40,,,,net_00089,1,2,LOW
BHE2EggxupoCEiDxdXt67DAtYJ3CsHtjac6EiY8ipump,2026-02-16T08:58:15Z,gangJEP5geDHjPVRhDS5dTF5e6GtRvtNogMEEVs91RV,3.2404314579e-08,32.40,,,,net_00118,1,2,LOW
BHE2EggxupoCEiDxdXt67DAtYJ3CsHtjac6EiY8ipump,2026-02-16T08:58:15Z,gangJEP5geDHjPVRhDS5dTF5e6GtRvtNogMEEVs91RV,3.2404314579e-08,32.40,,,,net_00119,1,2,LOW
BHE2EggxupoCEiDxdXt67DAtYJ3CsHtjac6EiY8ipump,2026-02-16T08:58:15Z,gangJEP5geDHjPVRhDS5dTF5e6GtRvtNogMEEVs91RV,3.2404314579e-08,32.40,,,,net_00121,1,2,LOW
