Rank,Sender Address,Funders Funded,Creators Funded,Total Tokens Launched,SOL Sent,Tokens Created,% of Total Tokens
15979,BHzQ7ZJGdjzQJjYK6BV1uQk6uxYz2kpxutbvwkAFNqAd,1,1,2,0.01,2,0.1169%
15980,BJQmXbSGFDN49F1wWKWZ41no7CAEu89FgFMvepxNtHXz,1,1,4,0.01,4,0.2338%
15981,BJrR1SjmGhJCsTZPYFcFEsmsC9bbyZcwENJ1qjhWd741,1,1,2,0.01,2,0.1169%
15982,BKTV6buFh7vCjQgHPDUsvhcbosAe2CNwonPhGpFDmgoH,1,1,2,0.01,2,0.1169%
15983,BL57P9pJJoDFP4gz8H6sa3BnBPUUgR851GC1JkzUMDCa,1,1,2,0.01,2,0.1169%
15984,BL69nMynQVH3jBxstGvpoLBVDLiCyZfyUEnwLQJGrjBi,1,1,2,0.01,2,0.1169%
15985,BLSLqqEjRLYrwPHSek9sCkHM98GkemRNPwhcYzUfierB,1,1,4,0.01,4,0.2338%
15986,BLqF6fTDbhNdnRuyYDdmATKwubjmakuM94wj5QVfMZVT,1,1,2,0.01,2,0.1169%
15987,BMNj7rgTfqLUfdZM6FfJFZuKFRHRQ4ajWaWTsuVoy79C,1,1,2,0.01,2,0.1169%
15988,BMaujcS2uAVt6ua3kr1PWLhR9LU3LDy4TxLFyJbEXAbe,1,1,2,0.01,2,0.1169%
15989,BPH1Fbf4kyYB5S2hPeaYDamk3JxgRsdaFoJ8TNZncA38,1,1,2,0.01,2,0.1169%
15990,BPkC9KhdmziUzxPkpCJ4Twnr87hZ8fURzHP53Mm8YwPD,1,1,4,0.01,4,0.2338%
15991,BQfbC3JJCUkcQBHz2NmZjYczJuSwswkt8X6BSg5i2tpZ,1,1,2,0.01,2,0.1169%
15992,BQiBa5zvf4f9N53h7UxxyqwSq2bX2rbyTyMQRgfnde3z,1,1,2,0.01,2,0.1169%
15993,BQrp1YYaHhreCrsCN9rV9zihqfD5Z8Ki8YFAuBeeH8WK,1,1,2,0.01,2,0.1169%
15994,BQt2AjXq7afoF1mSaTF8TP4JCFxoP6huseeyhNr6viFy,1,1,2,0.01,2,0.1169%
15995,BRRb9u75DpNE7bvpDNbuZVXf9wQMTfcyfs3auvELWB7U,1,1,2,0.01,2,0.1169%
15996,BRU6WgCEirhjoqXaRibwHZKfHQz5nca8zMZyxWx2zNQz,1,1,2,0.01,2,0.1169%
15997,BRbkAukqLFc2NGM3rm7Pv8xZjmPFmPoM2xfv8g7VrLif,1,1,2,0.01,2,0.1169%
15998,BRznEUjm5UZ77snKpccBpECddbF6THeCKc2RSQHqfkGc,1,1,2,0.01,2,0.1169%
15999,BSDgtraDJX6ynxQBWA14ygGR1oQ54ywA6VnYqogrWoCx,1,1,4,0.01,4,0.2338%
16000,BSFyj3YwSqmMfwAFFkz8Jpi9YfsbLYRVcziRR9KaSHVM,1,1,2,0.01,2,0.1169%
16001,BSjkd2ULyqw7G6mLEGxbDSV5HZXscuyKURBTh92CZdo8,1,1,2,0.01,2,0.1169%
16002,BSmzPfQfRMHK5fWPnveWCr6Sau2mwTQdanM8veKoQo2P,1,1,2,0.01,2,0.1169%
16003,BStJ17CZBdedEdX9TpDkSSJJCcRoFR9iD29DgT4f44yf,1,1,2,0.01,2,0.1169%
16004,BTHXzgQFj9zNVq4D57xFJK5oAFPmXrhVxvQkqMoLBQDw,1,1,2,0.01,2,0.1169%
16005,BTfKSJ7BEdnvQR2SPsDcWtZqoVtmZcDBjXjNLEEc8AVj,1,1,2,0.01,2,0.1169%
16006,BTpuibBGARUxYod2pVV8kpJq3HRPGjH8yirJxZoqVWw3,1,1,2,0.01,2,0.1169%
16007,BUhFM5nWjborqgFancJhhTTxjwGyKrUnzDbKNZoLG2k2,1,1,2,0.01,2,0.1169%
16008,BV8Kh8BSiknoUjQUCyJEKW99S5CTnU4EogWm9rrSBE3L,1,1,2,0.01,2,0.1169%
16009,BVbnrSpn6ogmyku57BmBThXuo9BYRk3oUQTxfm7Qj7qu,1,1,2,0.01,2,0.1169%
16010,BW8QSsNyRfoT4n6PKE1WhLUBJNARJoAT3NSrCVhXFUF9,1,1,2,0.01,2,0.1169%
16011,BWCvsyK32VVkNFRDKf45bwaTpHwQVZHoFSKAzb4Zgxtu,1,1,2,0.01,2,0.1169%
16012,BWEknL59mMRpMNahTnD1iv1G2YZ1S4vYFw9pBMoTKTLa,1,1,2,0.01,2,0.1169%
16013,BXubPykknn6rgFK8fAFyDiSx6zPeF2NSZ6sUjz29sJKM,1,1,2,0.01,2,0.1169%
16014,BYfZJtj3noGUgzGufqaWvY6AdVJqhAERZRYSrwhuqRPY,1,1,2,0.01,2,0.1169%
16015,BZ31DYqbeJTZjs9odnEXYN9fuJ9wq4nSspYp2Syd9AH3,1,1,2,0.01,2,0.1169%
16016,BaNJJbnaeytNDn8er6qQQMgS4SYkrj7atWhHgTKFgChx,1,1,4,0.01,4,0.2338%
16017,BakRkV848QMRjj3BdrBxhyhquQr3hCBf9AZmND8znxyt,1,1,4,0.01,4,0.2338%
16018,BcnkqSEgBkova2UAw4Cbf4BJXHNVooAhg1AzLypFysiY,1,1,2,0.01,2,0.1169%
16019,BcomHMVai2uduStn2TRbRHZjBzT4dAeisoKkZnGPPbMH,1,1,4,0.01,4,0.2338%
16020,BdDAPEE3MDNKF6LxxhsvcynexwAJUYaPt71RNgY8C3qK,1,1,2,0.01,2,0.1169%
16021,BdWN5E7qTfa7PYKDc2iHtPBTQZN3LvDDeunDbyYaBCyS,1,1,2,0.01,2,0.1169%
16022,Bdj3R6V7NjwgMBRnnXMnTf6LCfjjbC6r5JFXTeiZBjHu,1,1,2,0.01,2,0.1169%
16023,Be4BF8EVMzpQWkVaWGz6fmkXGKZR5FHywDStDCQfbLco,1,1,2,0.01,2,0.1169%
16024,BexDk65XCESoyXuwwkoH71w3MuvNwfK7qhevM6UrBhc5,1,1,2,0.01,2,0.1169%
16025,BfELbFWKc7oeqpScpHweQGDW3o48iTtr9EfHwhHSuaNR,1,1,4,0.01,4,0.2338%
16026,BfaQPzB1HZjb11EUbhA1RkG178LWqjAXKDVt7MhhYYRw,1,1,4,0.01,4,0.2338%
16027,BffhfLYDxrH2PoN76HV79DesFtW4zMbTUZTSfBzASD6y,1,1,2,0.01,2,0.1169%
16028,BfrWAyczdg4KWUkb2PXbPB4y9mvsXSrfMphrkEHF6mCW,1,1,2,0.01,2,0.1169%
16029,BgNz9dP2XQWe5BktMSCaRLXgYaYP3fYqVvfdaWjURgHp,1,1,4,0.01,4,0.2338%
16030,BgTDj5hmk7j1a6qHzYBQBvvxoZrkGLhZgpdsfk8hcRjs,1,1,2,0.01,2,0.1169%
16031,BgxHkYXEgzxBn8XxMhCWF45SLufpGsmiWvumsywERwaL,1,1,2,0.01,2,0.1169%
16032,BgzJ3EKzYHgHACyYLm95NfDMdz7ofsWczsRVzkbRwmEy,1,1,4,0.01,4,0.2338%
16033,Bh4bjD6jzr7L4KbKu3bJLA69qTi2KhGHBSRAvCRY3v1i,1,1,4,0.01,4,0.2338%
16034,BhHYuXhLfRocybxtKsx1oSzW2Rro1rrdU97bwzCvSNoB,1,1,4,0.01,4,0.2338%
16035,BhTrKNxLHdRshWe5oEocWnJLE8MSGJEDEYf8E7pwrxuF,1,1,2,0.01,2,0.1169%
16036,Bj3gVRwQ3NZihFpS5B2E7RHf9MxHHkvMQJGNCYGZEnoY,1,1,2,0.01,2,0.1169%
16037,BjFEjVm7YgRgV9qbdAAkwQePWbkv31MP2ECntfBLq7X,1,1,2,0.01,2,0.1169%
16038,BjuDT5CFGj6tzAU313rkMSGfnNnN8sVGpz1xWtQZcUvn,1,1,4,0.01,4,0.2338%
16039,Bk9eBrHLvZSLLdykrMphGKsH2Sd7f4eStgbWzPrJUEi7,1,1,4,0.01,4,0.2338%
16040,BkXyotzmBidZSCG8VFuGdRh1kY4DRdPHGZv12RkaK91E,1,1,4,0.01,4,0.2338%
16041,Bkif2qPzPnZUjWDippcB6BxcNudDB3uGeJUpyAST9JBu,1,1,2,0.01,2,0.1169%
16042,Bkkv7MibB2AuT7arUtXofXMMjeFpULVSZUieGLrhYDJn,1,1,4,0.01,4,0.2338%
16043,BmJ3thqRqAkhKRtUF2qSSqmY72Fh7EkLbpLtYiCBDYKJ,1,1,4,0.01,4,0.2338%
16044,BmRV6NFq6jHZ43vMRTWu3cggnsaj7Chn2sLjrbwugoQu,1,1,2,0.01,2,0.1169%
16045,BmVqehyDjeiF8NVUZSntLKSpF2p3wF3W7Ju61EXir5Yc,1,1,2,0.01,2,0.1169%
16046,BmYyBNvdsahgXiEQTA6vT3ePj2Rj9eG3KzNNf6TaDLJQ,1,1,2,0.01,2,0.1169%
16047,BnM1CtMMWY1bwxDERkNqLivhLQxTRzg8dxFXzCL9Zqtg,1,1,2,0.01,2,0.1169%
16048,Bni1HviuYCRAavcq3X6APZYnSvRGWdsJrEBcJsvLMUn5,1,1,4,0.01,4,0.2338%
16049,BniK3KeLMVXS47N5VHP5KTap5HrE64BkwvDxBW4iYh5w,1,1,4,0.01,4,0.2338%
16050,Bo7FzqtdSRqEfEEuDRWNzd1iAoWY6wx9iQ4YHNWzkTpu,1,1,4,0.01,4,0.2338%
16051,BoR5AAWWBo1wmgTGWNB137BH9aTJu89MDVdM5tzmreGs,1,1,2,0.01,2,0.1169%
16052,BoWzW4gSBa3AnyZV1EgrNzDdicRoRgNrYUx5htUtGXRN,1,1,2,0.01,2,0.1169%
16053,BoZ4yjqNfHZpRLy5JkQKqVqNLAZeMCD61ogD1QkddUvc,1,1,2,0.01,2,0.1169%
16054,BookV2bEbrQZMCcH7fbjqBfCT5Yp7gNiMnjxM6co2QKm,1,1,2,0.01,2,0.1169%
16055,BpGtmGBXZZvRCUYHTzzt6jvEf3VSWpLHn6KuoR9kGYvz,1,1,2,0.01,2,0.1169%
16056,BpPoqwek7gFAT8FbNCysJFXMdTB7jriWV1nRYsZrGTJj,1,1,2,0.01,2,0.1169%
16057,Bpu6dWJuuKzsA9TR78NPBddETqhY2kBPY2g4fqmEVj8a,1,1,2,0.01,2,0.1169%
16058,BquRXBLA9kXCRefKE5j2udiKCBSgJqPaBxH3mzQfAQvn,1,1,2,0.01,2,0.1169%
16059,BrCKyKV9Rf64BCzq6hwjRc8j1yCH94RGkoPeGMVpXbFj,1,1,4,0.01,4,0.2338%
16060,BsAZDqL9zLSuRCaQeBQt2pn62VWT8Njqyknpq8mmAUih,1,1,2,0.01,2,0.1169%
16061,BsXoPKEPqikmyrj5W6CCgrGX5PmitWRat2gC126jubke,1,1,2,0.01,2,0.1169%
16062,BuMemkY3CW7ZEh86cs1bjNCxdcyYrsZTGXw7Eae3i4ea,1,1,2,0.01,2,0.1169%
16063,BucgT9T2cTicYYvEnRrH9ukrtmXrp2aQXyZXNsdkKgHq,1,1,4,0.01,4,0.2338%
16064,Bw7b3vUfAwrEuFaDpnLkzjxfqKB4e1bG2pikXhFo4r3z,1,1,2,0.01,2,0.1169%
16065,BxY1QPjkYYEnzT4DqA7B7Q7toS5dg5KsPnub41vqGqvo,1,1,2,0.01,2,0.1169%
16066,BxpZKyaQ9nWGdY3NcnFwZrCnu7eP2EctZgHJ9TSo5HFY,1,1,4,0.01,4,0.2338%
16067,ByJJLhuDg41mmYbFnVTWG5VxWdS54yKAi8Z7ehiNiWju,1,1,4,0.01,4,0.2338%
16068,ByzFYvsjG1uWzhiZ5t8h7fQHj1UqystXX1zPBPrXC8Mp,1,1,2,0.01,2,0.1169%
16069,BzTB2vLzfSwDKA9JdkKmKde5PU5XtxNH3jhHW4TDgsSV,1,1,2,0.01,2,0.1169%
16070,BzdhscJ6xTqyHhvtLygmfnxmjVWyz1HedZuj1ae7mqNh,1,1,4,0.01,4,0.2338%
16071,C1BcmByPJkBASAbkUZ43BtCpKpJSiKA47Sqv3X3rBKkd,1,1,2,0.01,2,0.1169%
16072,C1XsAxJhHid5eDvQAdKuv2W7QK45uDFhgh19FGrvafYe,1,1,2,0.01,2,0.1169%
16073,C2CDmJRpSGvx4TDGabzRcoZDsxm5oHGz3W9t6L8JNSEh,1,1,2,0.01,2,0.1169%
16074,C2EWKWVrkJinjUQ7ZMHVeWBC523DFqZ4enPScrrT2mwC,1,1,4,0.01,4,0.2338%
16075,C2kTQfh5vBv55MaDc1Nto9b2D4PNe7jKipjXm3KT74cs,1,1,2,0.01,2,0.1169%
16076,C2nMXF1wkJzp5SJ4X3a7f5W12uat5B2iTzRyH9bW4Ygx,1,1,2,0.01,2,0.1169%
16077,C2o9QEjzY8nXCY7YVhhdaXoED7obvwBWJs6GXKouCyKo,1,1,2,0.01,2,0.1169%
16078,C2t1xdgkZUD2RUmgGcxQf8NtPcJtdbTrjUKMurykoPZp,1,1,2,0.01,2,0.1169%
16079,C3Emv5tymwAW5ebeyjaaZ2CqXg9W7nos4YZ5uu7YmGJa,1,1,4,0.01,4,0.2338%
16080,C3uiR2dzUWpeZe3hSzMDDT7azN6h5PXnZShrcWSSoz1m,1,1,2,0.01,2,0.1169%
16081,C4MGeWPnzn44kXUaioLuCGXShx8czht7mHxT1fF2WX9R,1,1,4,0.01,4,0.2338%
16082,C4U14j4zHmCaLtM7DWbefZ6Js5q5yV9Wu7MgSRbZirot,1,1,4,0.01,4,0.2338%
16083,C5dX3riCjNsdZRYTaaZohZy8RGVqDixDErFUK9TqMSRT,1,1,2,0.01,2,0.1169%
16084,C6Chd85rXXDLLrqDbyHosZVf8saLjnz7KXDgK4dsAuhf,1,1,4,0.01,4,0.2338%
16085,C6yKgqc7HxzXtKf8SP62vWb9KCkexs1kwuSV2YTsP5ep,1,1,2,0.01,2,0.1169%
16086,C7HRn9tG4fRDSdNukTy5wq1KgeHdNtgLnZzp6j1wAEeK,1,1,2,0.01,2,0.1169%
16087,C7eghcLqVU6teBm6U1AtRNPcCBmTRDJBrwH1Gg4DSYpP,1,1,2,0.01,2,0.1169%
16088,C88NVamfi21YhWeR9xrsaEQRpPxzccYqdQbmjnKHChuq,1,1,2,0.01,2,0.1169%
16089,C8FYEZXAx97PHXdx5857sUijcSLAWMyawAT6emZiycUZ,1,1,2,0.01,2,0.1169%
16090,C8N5f5mDsZeUzJf7MZ5dAwqNEunibvYbeYa9XZDTe3hm,1,1,2,0.01,2,0.1169%
16091,C8o3VsbGmQTTYoUU2nKKPnvZmCdmDPVdDVQHGCehKQWv,1,1,2,0.01,2,0.1169%
16092,C9F2R7yBWvKd7E1f1S8XL9oikMz6LTQLFTQPRduRkszj,1,1,2,0.01,2,0.1169%
16093,C9NqrzALx9qSbG7dhPfuwQDWHwAmfmP6M4a545Vdqb8J,1,1,4,0.01,4,0.2338%
16094,C9bPzu8Q7pZkiTC2Nccj1ZDRZYGaA7SYdZedK2MCqN3j,1,1,2,0.01,2,0.1169%
16095,C9tw71cC8z1n5v692MwFNSuaTs4ymPAUme1N4R55J1gk,1,1,4,0.01,4,0.2338%
16096,CAA1v2AGiKkVQ6V4Rupi1yxVzWbchn5KbnH5fKpL9Zv7,1,1,4,0.01,4,0.2338%
16097,CAJSsuKcAbiPEFAd25sBR2rNJQgARbU6xD8B7kHr2Hit,1,1,2,0.01,2,0.1169%
16098,CAqNf9FUKXNaHxYD75MxmobMGd3bFdvXpYtdcyJsBQH5,1,1,2,0.01,2,0.1169%
16099,CAv9QVoHPFHTBDXereSjYFH7om9dv5fccvVLppqYqeRg,1,1,2,0.01,2,0.1169%
16100,CBVpXxzZypHQzuSk4tdU9bksDCSmhBMJkD1Cjmfy8GRE,1,1,2,0.01,2,0.1169%
16101,CCUyz1YyqCJsKC19pr2uMbqrXyxm4DzUhfc2oKb36XNC,1,1,2,0.01,2,0.1169%
16102,CCvTzfPiaDNV5SCuzzMwcK4saP5UNNTz9s1Mvefmyknz,1,1,2,0.01,2,0.1169%
16103,CDqGddrCY5iwaDaoZz28tdFLpq8Nx15VuFkR5QunKnc7,1,1,2,0.01,2,0.1169%
16104,CES2D18gj7dCbv36XrXYF6FCa7VvM1SRJq4EnVzgZcDL,1,1,2,0.01,2,0.1169%
16105,CF1HPRNbSZ53i9XN8LXmKBXQw7ocSsgeXSoovbiHLwon,1,1,2,0.01,2,0.1169%
16106,CF6F8xxf9Jb1Xrutm3CpcEqSbauTrhByPFEbdzQ9groj,1,1,2,0.01,2,0.1169%
16107,CF8ffHzGzwCW7uJtULNuPghfrxW5r4AqufcQdyFN2zWQ,1,1,2,0.01,2,0.1169%
16108,CGKdyNNZEQykfPEJ5WMScXD7LoUAkonhCvuZRP9WrzRs,1,1,1,0.01,1,0.0584%
16109,CH2PT3naCytWX7jsjQiq4V1PFBj5vYMaCgCvr5tqDyP8,1,1,2,0.01,2,0.1169%
16110,CH9kYWrJ4tYXxweoK86xAmkDDxmJr1X5ZxEQxKCW5qJX,1,1,2,0.01,2,0.1169%
16111,CHdwbJkdgz9FCZyPdebnijCwjXP3twmkLCbeJv9YfpDE,1,1,2,0.01,2,0.1169%
16112,CHjPEZcxxkWn8DbmqYjLizZ6tAHnMrAdMLKk8vJ4ZvM3,1,1,2,0.01,2,0.1169%
16113,CHuWuNEXw44ft9sPBtHLzCcQw6KZRkhjPcxgiebpKiz9,1,1,2,0.01,2,0.1169%
16114,CHzmQyVHqUnzR6XGDwzee1ASBCf4eEyTMZ9bmVPdXSeV,1,1,2,0.01,2,0.1169%
16115,CJ7vxvRKfCV5K5BUWN52GaU46PDhYeP6a9cssZD3Z9LE,1,1,4,0.01,4,0.2338%
16116,CJNNzCpg6gF6q7xBwXamyFwHeia2dpZvyNDgW4vdAEEv,1,1,2,0.01,2,0.1169%
16117,CJVxGSa1d5vkGDqof29uKGqES9rzgc93Een5UrVdq6x2,1,1,2,0.01,2,0.1169%
16118,CKwkQEHhDQEQ9NyJzq7SuPCDELJRMyjEtzgDfQXUKzNo,1,1,2,0.01,2,0.1169%
16119,CKyDGGWZbjedQAxJteZrM3c9L7tzcVHbHM3CPT3yuHcK,1,1,2,0.01,2,0.1169%
16120,CLQ9Nc5L7rNBoYHYEwhYQ9pPnze4eG5ggqdy8DTD9CJ8,1,1,2,0.01,2,0.1169%
16121,CLco14cHPwc3csT8xjGWMn4AizX83Gd3YLfwcuwRRDpE,1,1,4,0.01,4,0.2338%
16122,CMUsmjRprf1wBikh7yuy1RkW8EZzvFiQ5GPwwhxY1Y8k,1,1,2,0.01,2,0.1169%
16123,CMfUWhYvhjVW5y1AE3c1KznfW1XiSWuxQAwPqcuBHj7e,1,1,2,0.01,2,0.1169%
16124,CN4QqQbbXLDGWK6b4ksxCxYTj5GUjnX3c37kXLinNDan,1,1,2,0.01,2,0.1169%
16125,CN9DGBvG5ey8ohiibPEPAMmNhCi2LrMM8D3WKkDwbxZ9,1,1,2,0.01,2,0.1169%
16126,CNXEJmmhaLPxYyUA2TEZPVU5dg2etThnzFJkwaaA9ePk,1,1,2,0.01,2,0.1169%
16127,CP66YxNbqt25xHyjheUCnzTXHZ4tU1H21g1uKXDi8NwE,1,1,2,0.01,2,0.1169%
16128,CPTCpN8iFvjeZGj2nFXGvALiZyubRcVpZZzbv3fTjKzQ,1,1,2,0.01,2,0.1169%
16129,CPUsB7gFunZtttNSLq5C5E8V5qH6VFLhpdRmy9XJXaNf,1,1,2,0.01,2,0.1169%
16130,CPopieNArSgpvoG1U8FsvzcC3x3wJ27LFsQSBtLpUMYg,1,1,2,0.01,2,0.1169%
16131,CPqSxMMCeLRSJt5QgBRHnF6ryUZwZAaUYHwBtb1kNLYW,1,1,2,0.01,2,0.1169%
16132,CQJAME4rb1xETSqz5EdNtXa3xmNBtNNRxkBGNHrgpTQA,1,1,2,0.01,2,0.1169%
16133,CQVyMhU2gftCCfEdSuoiQkyLxreRAq8e9fCLT16AVynU,1,1,2,0.01,2,0.1169%
16134,CQWejtMfCQScsAXLeC1KYyAq9E1mqgaY6YdpYhUjsyM2,1,1,2,0.01,2,0.1169%
16135,CQmWZ5h2D5dfNb5jua1XUgJcJLF8mTGv2depXGJJddqj,1,1,4,0.01,4,0.2338%
16136,CRJtuctafworPvedTjnaPQkVF8HfXyBofGvtB9H72qyg,1,1,4,0.01,4,0.2338%
16137,CRXtgc4Tu49mGTSedvZgF9BCcQeHVtM2fXoMfHYcvTtk,1,1,4,0.01,4,0.2338%
16138,CRibbfaF9NnH7nByNvD6xzwpMbYRknmMsZ8iSYzQd4MR,1,1,2,0.01,2,0.1169%
16139,CRo4MUvEsZ1bXRd5FmSFsS1UXyiYoEyvL3YXDUN3kZGA,1,1,4,0.01,4,0.2338%
16140,CRxgrvFgtYYYBFCZMN56yPEapQNKpPiKt3hZooShfYja,1,1,2,0.01,2,0.1169%
16141,CSCsVtxHtN8aWj5tAP52qg4sUBA6ki3KhYbmZWo658LY,1,1,2,0.01,2,0.1169%
16142,CSKywwMgE41UZAvnzd6SjbCBScQsb8bhjSDUBYu1mn43,1,1,4,0.01,4,0.2338%
16143,CSwfYGfRiKdBpW7mCvvTsz6nLpf4boZua44cnqd5jUYf,1,1,2,0.01,2,0.1169%
16144,CSyBhTgC9qEH6q1MbMmLH45EBBdfUh27XUjZGduKeMTP,1,1,2,0.01,2,0.1169%
16145,CTyPvvnfKc7ejUYFhnQvzVjL6xRAcMTouoFbwwXKvCc1,1,1,2,0.01,2,0.1169%
16146,CU4EzLHz91357i5mC3qHjSsubpDjeMurgnpf7LLN931j,1,1,2,0.01,2,0.1169%
16147,CUUzhSTduNmr3SfttQ5DV8EBYLh9UsZXUTctA6fuvj5R,1,1,2,0.01,2,0.1169%
16148,CVqPYDY3XhFqxtLLyXuWA7Tpfw3ARwZukqH8s78RpVV,1,1,2,0.01,2,0.1169%
16149,CVxgh2wPJFYneiKgEfN8masC81xof2W3XpsVmVEaormA,1,1,2,0.01,2,0.1169%
16150,CWpVHf6RRq8wkH1JG53uf5YfhgTJpEkWLptcFvce547t,1,1,4,0.01,4,0.2338%
16151,CXaW2S7y2b55p3hoqbhoQjyhoHCRGPJUvg8FvN1sba9F,1,1,2,0.01,2,0.1169%
16152,CXtM6XCbuLoLmk8FQ743UBZYsXr2hRbffz2dfcn2iMZo,1,1,2,0.01,2,0.1169%
16153,CYTndoWurhgcepqn9zfqxKfxdo8mBquS7BngHYgsvdb1,1,1,2,0.01,2,0.1169%
16154,CZcNtbNR35E3FtgbFW3WA7yjDqexN7Vm5ES6oea5CkVL,1,1,2,0.01,2,0.1169%
16155,CZym51XNpM7LERzuc1NsNAvhK1U3mjtLomNpnHAcxsnK,1,1,2,0.01,2,0.1169%
16156,CaXWxoLgqFXByKH2J419DdfcwR2aWGwjy1TYbejAD89q,1,1,2,0.01,2,0.1169%
16157,Caot5tzjMbqTAPaGh1pB1TAJ5bubmAe4qZ3QBFEGDoda,1,1,2,0.01,2,0.1169%
16158,CbJHUB7L1UcxDTKMANB1qurHzUyUfwEj2LUyXMEnnZfd,1,1,2,0.01,2,0.1169%
16159,CcNZDtApJpPa2kgBJttsvMFBpmUeT87CYV9jnRrM2qWT,1,1,2,0.01,2,0.1169%
16160,CcRgnjJuiyQakpS5DZ4hwZMywwYdiZXH4Cnm16bjzF7Z,1,1,2,0.01,2,0.1169%
16161,CcVjaMAarJkjcPrychYvkNxgP7tQEzqDuL2nd6nvubhE,1,1,2,0.01,2,0.1169%
16162,CdPeS8v22V8V58apyJyXWMavLgL3WsbWuYxVKU9KSWsK,1,1,2,0.01,2,0.1169%
16163,CdX3c8Xqv2VzGBRhnDWuY1bxJkQrHYqjUSqE5wVfsaVW,1,1,2,0.01,2,0.1169%
16164,CdfUXPeNjxgb3GLGPskDkuN2PxsY6zsPHqqJLq4Cd6jE,1,1,2,0.01,2,0.1169%
16165,Ce1st7ohxuSwQKPj4t41QQYoFokggrNgr9DXapsCZDnw,1,1,2,0.01,2,0.1169%
16166,CeNXA7MM3Gsx1eNAr6kBVoPhoKYaTfyY5XiCkLX2EPME,1,1,2,0.01,2,0.1169%
16167,CeaSV558A2CwLAa52v8BdWujVqzGaL53HgiiZMUjNHR,1,1,2,0.01,2,0.1169%
16168,Cekz1QS7MypwiCa2VFuEJob16uiWSbxVw1tJASDwjCb9,1,1,2,0.01,2,0.1169%
16169,CfbLLHGGKWMeF6aqpsZJz3y1y7L9JMz3yeuqpEEgVEt8,1,1,2,0.01,2,0.1169%
16170,CfpSVNweAerdF6EBBBjbwmUj7GW4uXMUGAaNNUqEwjr7,1,1,2,0.01,2,0.1169%
16171,CfupR4Yy8UdVC4V3a2qRwvUxUPDoKV5gXXJMmy5vFEbs,1,1,2,0.01,2,0.1169%
16172,Cg4r23uoaS68ZseuUjGsVBvrVdNUqLAXwHPu7onPkftc,1,1,2,0.01,2,0.1169%
16173,CgXw4eLZg5BiNFhPiyAuePZ4baFQhkor3Ju62AoWutJL,1,1,2,0.01,2,0.1169%
16174,ChKofQocqK1J3zPaxkeCujWg2sbiqUu1yKRPpN9Hz2gg,1,1,2,0.01,2,0.1169%
16175,ChdiwrnZ6JVZAkWxQWN5PJPMNf2MtvhUZLZFNZZ1bvZC,1,1,2,0.01,2,0.1169%
16176,CiJDsGNCMe6XtV3HUsVhNsiuFQPk1kiBEhPtetFmTAGH,1,1,2,0.01,2,0.1169%
16177,CibW4mR1ZqPH3oxpW1EXfjvPyqdPUqiWJ7hBrbYcqrs6,1,1,2,0.01,2,0.1169%
16178,CifCJKMdUJJ8TeB6EAgCrRJi6M1AyB96EA12LaDyZSoT,1,1,2,0.01,2,0.1169%
16179,CitChpksJtNaRb9kmuA2obHaSiRBkp7t2a5LytkRU1n4,1,1,2,0.01,2,0.1169%
16180,CiyykScpWP1gNTDCens5jgLjtU1Dkq9FbkukzVXtbdjz,1,1,2,0.01,2,0.1169%
16181,Cj4oMNGjiJda3hFFDnohPtZRQw65SYKB5eZYxDeAMwTe,1,1,2,0.01,2,0.1169%
16182,CjAePaRmDtShJkiftpwkdLWfhy39jC2qL4yP24wj7jM8,1,1,4,0.01,4,0.2338%
16183,CjL6K4SpHoCwuVM4SmcNj3Xv41t9FVdskbiR6ybUmtmi,1,1,2,0.01,2,0.1169%
16184,Cji4crgXKDxJDVwUcD7kTd2W8vvvWkSqRYrMgAofvi1p,1,1,2,0.01,2,0.1169%
16185,CkZ1xoEcmV7hPZJPLPtq9jTdWkaFiWAz9ajgNhXSzBrv,1,1,4,0.01,4,0.2338%
16186,CkxRnLEt7nPLrTcGTdmWHP9Fj6T8FsVyCqiMJW9pPBW1,1,1,2,0.01,2,0.1169%
16187,CmCNCzEqqBeFBPS98WErXF2eGLV3WjSCsAmp1NB1ETfK,1,1,2,0.01,2,0.1169%
16188,CmMZLd1yAJv7ydGFJY5RD3twKunU19AifuJbmhnaRYuR,1,1,2,0.01,2,0.1169%
16189,CmxP3u6AMVikq9yYK6yAQz49d4nrnrWGGs94gx8vjJv9,1,1,2,0.01,2,0.1169%
16190,Cn43f4n7KkN3YsWuPxzmgfsW84tCgSYHdyKGmrNRiVnw,1,1,1,0.01,1,0.0584%
16191,Cna5sCckXDDKaa3N34suqrGkPpbT89TekThX3J6e1i8E,1,1,2,0.01,2,0.1169%
16192,Co4zyMY5Rzp6VazBsQs2SpZLTizfDc6d9aPkL8gEm2FL,1,1,2,0.01,2,0.1169%
16193,CoHcVhw4jbqGmsD5ChJTPgj6uR97QceXp2zwhvVr8xhp,1,1,2,0.01,2,0.1169%
16194,CoZ2zGq3xtBRSMMNzZCyBBY88rEyrzAYg9dT9AmiookF,1,1,2,0.01,2,0.1169%
16195,CotMARexh7bzd4i9CLR3Y1fBpFPjHL24ZKB6o3qSbAo4,1,1,2,0.01,2,0.1169%
16196,Cp542PaDjeRqMEJPAeva6wKHV1YrGhetT74osM2WDiBJ,1,1,4,0.01,4,0.2338%
