super_cluster_id,network_count,creator_count,root_addresses,risk_level
net_00685,1,3,DA3MSNhMcprozzhD31FpuC76T5CUAs3isprMDN4FeL4n,LOW
net_00690,1,3,DDEtMS9jE4o7Ce5B88fv1sARz9jF71bxEKqfjEtEqJ47,LOW
net_00693,1,3,DJwbVx7fpto82468QYQGKw3CXmbyGx8ryUfBK7qnvhsW,LOW
net_00735,1,3,Dr4HqfbaYkTxiMDWXcxmrpDtprRfvv3saSoLAYizgSQd,LOW
net_00359,1,3,7j3B8e8NB9AXEyd5xUqEM7jJFM3ZHbowo1x69KcfFPHA,LOW
net_00773,1,3,ESfQWrLqgHukQKN5q1rboEqcjdajgXrAS5EganeSyGoK,LOW
net_00775,1,3,EYZBDPVuodzAt4XyzKCAk2YNdNifcF9QJpPjA6rW42H4,LOW
net_00083,1,3,39MaiqXAFyFHMB2t8xhdDtpeFazRcdZ1o1Sw5kHDsbhQ,LOW
net_00140,1,3,49PwEy2B5eeumwPjwQ2usfpFx2GAPYwjAnghkpeB1uoL,LOW
net_00554,1,3,B7jZ4D3m68buADTAdFFMJ1scbTmSEzMUfLBaH9cPovTo,LOW
net_00539,1,3,Ap2h76tcUkmyCLhXwfHoXoGd1tJtfAZ4nYpGcfYEj7pf,LOW
net_00491,1,3,9zvfYkug2B9Sm6zh8R7GwkD87jVb8DfRK3CLymetffvd,LOW
net_00230,1,3,5o11YhKtf7f7r4GT3Ab5e2fy7brYFkrLNSXuwn6BuPyf,LOW
net_00483,1,3,9rQuPT2pCWyfVekQQ7UeE95MyPxinc3DGzmKgA1gRuix,LOW
net_00455,1,3,9LBWbhRitWCRvfoRM39ZCCzVSbcQkA1GiHQKNRHqPn4L,LOW
net_00348,1,3,7YQrDnzGoEHdhv9gZzbyXvPSWx8RvhVVK1SnsaK1qZUi,LOW
net_00205,1,3,5Mz1CdY16mMY97GmY1eE5JrYr2SM5n5J9Q7c6A1Ny7q9,LOW
net_00492,1,3,A1pTHqgk8QQdP6GGnbmFfSsKquU6MJ1ZGMtUtQRmL2Ar,LOW
net_00275,1,3,6RyDUxwP28uPsYXxzuocsXFwTSgp9K9KzZdpDUYEvbp1,LOW
net_00503,1,3,AAoZPKZAHB1PU7WxHvD4EzSPcJp7DsQxRD2i8JRetqsD,LOW
net_00204,1,3,5MYrszgorGKXhpacp7pNBxBje3McJPoXFqxhqKoDoxB4,LOW
net_00529,1,3,Ac2gr44nU4BUYrpqDVvCevNxgUwfmg2ezMjGzTNM1uw5,LOW
net_00170,1,3,4q76MCAyD9BfLGrijVcTyzMYuuXX718Rzt2ADn3Lfovu,LOW
net_00543,1,3,AwAkVwm2eoziXA1MjzHhthhBgShe5Qgu36Wtzm49XZvq,LOW
net_00090,1,3,3FSbptofY1Mp58YXoUErPRggoKyehoJhsvzQMJ9KZM2o,LOW
net_00284,1,3,6WD1L9v7sAGLu1EsAF7uerwrGPysVvPEqAttWXnrXuuM,LOW
net_00150,1,3,4MjvAyuar1TApr2kqExy6HXUJSC1f1qvSfk3njadkuuJ,LOW
net_00146,1,3,4GDYcrkzoSMzyW8gU9jVnwbKq8NLDMk6gMTyrJBKNfS9,LOW
net_00215,1,3,5WoDDCqfW6zdo2XCyLjmAaDWtmeSL4f8L1mTBXD6XSUi,LOW
net_00131,1,3,3zysqh4mcdoZ4dDpnBig6rPxPykbrZoYnaMXSWRWWbSu,LOW
net_00545,1,3,AyumSVydC5Y9QGZHayU2KWUvgBHMveWr51nt13DDH3vU,LOW
net_00306,1,3,6uKqSEe4dKeGKjEFT2cL2VR9C3fuwuf8LLkwo8DnFPn6,LOW
net_00417,1,3,8jTAkYRp3f231iNApzVLxvTCSMMUD5JsBiLG96RYYck8,LOW
net_00339,1,3,7SDTtjinRGKQof3945UoQ2SN9P7yKLgrh4a8297Md2N7,LOW
net_00125,1,3,3vefoGNnnRQiq6M9XT8a9H7UXdHTPc6mKBA6FSTRLYYo,LOW
net_00785,1,3,EhHXAQ6Ufpe8bwMETDAmHQhcymxyX54URrs2WEamanF5,LOW
net_00415,1,3,8h7qr5oNM5xges3KcrEXpytURyh9yoKFQK1zghJupByu,LOW
net_00211,1,3,5UUbutsLFJopqWLQphYFBSSJpRvvreXExtacijZU5XkD,LOW
net_00988,1,3,KZUoeqr8aUTVPqC4wrijvZSSvzTuHhXJC9bcBTBobbY,LOW
net_00794,1,3,EqL7w7Jgj2yUYPsqRAev4UxNYuKZ58J8TuLFbeTCzgJ2,LOW
net_00872,1,3,GFYmvPSb5kngLEb4AnfyooyZuAWWEinWHc5fvUspBBc5,LOW
net_00935,1,3,HFtLu9Qy6enFdqVMq7o6vqDiZLeUiMXcX4bkpY1QEfmA,LOW
net_00023,1,3,2EXaSaYqxQ1jxr1kC8HBTApXHNhYftTbRYhh2GQXjtyH,LOW
net_00405,1,3,8YoSTzisx6Wtzn8YarKZAnoaMe9EJu7fTGdyB5c1JgRP,LOW
net_00588,1,3,BfTXR9AzQEAo5faCFAajvcPW5R7sW4Thh8jqAmC8oRW8,LOW
net_00636,1,3,CNDZQTR1y5PpfbSJjL1ys5Az4Bq2nLGfxaAESMawdt85,LOW
net_00582,1,3,Bbw6k8tMTjmPXkNGikZQKdmGJHujxjviZZEjFpoALgrP,LOW
net_00567,1,3,BNuebGMyAsrLytsS13whc3qUqbnM9mVwUJcumD31m5zA,LOW
net_00166,1,3,4p19YgTkrXdBGJoVJKZ8pFyEUk8BpMnReH8A6fxonJvD,LOW
net_00558,1,3,BCagckXeMChUKrHEd6fKFA1uiWDtcmCXMsqaheLiUPJd,LOW
net_00631,1,3,CJHvTXmtMEusdUwNyhp4fXjau11QTv7WcDmU5tzKc4oe,LOW
net_00346,1,3,7XQyoTSoEmZYJQHxtERJ8S7QjJkyaTpgagzHykQyukJi,LOW
net_01090,1,3,qNGhUruCGJpXJdsnV74USHErcbm3CrXRsnP8D6Z34Hh,LOW
net_00294,1,3,6fb99QjauGt9zrJLZrfeofyLyjVzyS4nAvx9pZ76cTUd,LOW
net_00002,1,3,13SQroJW8hbDVqu9kMGyb3qbvDgMm2VZzdjiLMtHjFNt,LOW
net_00474,1,3,9e2p6ayBqbMnUiZL68L1kdZdqZqK7aHYxtUXoA3fhrXK,LOW
net_00123,1,3,3t9t1Q98Z5edthGo3cQXPhuL1Y8tPmWryqWQcK3gWe8k,LOW
net_00263,1,3,6CYqnqZARUdW5Kp4s673B98q69dGvgBwTLSBEKoNt3Dh,LOW
net_00418,1,3,8jxNyGCPapK9FPkybNjj731DrDibhxvwSh958gVwxX2d,LOW
net_00546,1,3,AzVtwMKXF2p5JYjq7GxGfG6FpqPxwjeCcjtTANbREyXC,LOW
net_00552,1,3,B5yYbaTpk8EtEjhygtXrCtGz6gFXHb54QW9SZf2beXmy,LOW
net_00682,1,3,D8XJF3tCB4UngsS8sV2nyfBmEx6KKCkym57Lx7Y2ZTXH,LOW
net_00833,1,3,FajxNukkjDLGXfB5V3L1msrU9qgzuzhN4s4YQfefSCKp,LOW
net_00949,1,3,HV7FyLPwHZTYJfQogWe1z2DCbAozfa3iQNZPc6o4bB4j,LOW
net_00264,1,3,6FLrfif7V4pqxbZhNeNKpKRxRz5aCs8VhE13RDCmhr4o,LOW
net_00852,1,3,FxCvr5smZK7xw5xCcFCA6Ynjnzd34Hhbn2gMwN2DezaS,LOW
net_01087,1,3,pohJj8FSmifd5V2kpgbzekrnnwZ89LmDg7kEFEu5vuW,LOW
net_00489,1,3,9yMwSPk9mrXSN7yDHUuZurAh1sjbJsfpUqjZ7SvVtdco,LOW
net_00591,1,3,BggnH7CGFp4XaWcYaxEt25rBAa2r7vnZ5NLQhXbk142Q,LOW
net_00843,1,3,FmyQZtBSKyCeYaSC9gvjiM4K1Mn4nceMdivqrFE2CB5J,LOW
net_00335,1,3,7NaGovxorFqSM1YnpLLjkurVQw4FK5CYrLadZxwZxyZS,LOW
net_00858,1,3,G7sYZ9gShcn7ioCx1pVZnre4fsL5oYyCnKxUFVK4cy3B,LOW
net_00867,1,3,GDJSmuthDSTR9FvvxwUVaWKEfeu35h8LzhDCHnohAZW5,LOW
net_00873,1,3,GFwC2WoVMNQMq6ktcXKjrTdZ8Z6tsJmiw6L8EEN5LLnV,LOW
net_00892,1,3,GaSy5BhorbABKcSEg3atkXGHs9G7Aqhk81iEyE7gTHtZ,LOW
net_00905,1,3,Gpqh1gucaDtGJd5VpNL5bwgvkhNPNio6y3N4qpGnysEp,LOW
net_00912,1,3,GvL7GNGXMJw12Z6aVxnncj25KxhxT1wz8ecG9NtquRnw,LOW
net_00924,1,3,H4tbXj5BGgTbGzon3DnKPGEesA6RHg9JujxeP96uAM6J,LOW
net_00942,1,3,HLMpPR55z4WRFrXQHvpN2No3Xb2uTwsgb84j684vfttQ,LOW
net_00944,1,3,HNpvrDnPHL6MQHNQtNWhDtX7hDAVDqXujJ7ptZ6gtrsr,LOW
net_00947,1,3,HUXBd5a51g2yJKnai92DgMDZZgHw9Zm9sNMwMuXMJYqR,LOW
net_00964,1,3,Hkcj9M7w2jVPL2Z5FYLXY52oPVZWsoodgRcCorMnQZvo,LOW
net_01061,1,3,b3ASQeKU9UL34qYMjaHKFMg28uxrs121YGTsFWuMkPW,LOW
net_00515,1,3,AMU1dpTwJCiEgMmSKe5UYxhaY7Pet8sQN32jKaqHr3qA,LOW
net_00356,1,3,7fjmuWn52yvZtGjHPaBAS4eANRtd8Rs1UK4Mq3yDGK5,LOW
net_01070,1,3,eHGKkTtqPsSicPkGUVccpQqiFXMWBGHAbSvQwhNf4cU,LOW
net_00478,1,3,9heNqXe1EFQzLQL2NoByCp4Zf8xPaJUraLJUdcsWnzJ,LOW
net_00688,1,3,DDDD2zvzaPMLuZiC2Vos2i6TLFjJJ3bi1pN7kXQc3R5R,LOW
net_00985,1,3,JDQKDrc1TQgBRvdFh56tkta5sYcDj1SoP52Eiu64rSrT,LOW
net_00566,1,3,BMgh6drkRtvdHJX9EBSgztvby6UEVL1yKzQvS4DkqsaT,LOW
net_00412,1,3,8dtx2tr4TuJsYpri2suggFu1pg3DVjFLBBVmhtDy1MEF,LOW
net_00731,1,3,DopeV555n5H4vwgXhqH1cK1jeh537gVQes6bvxzk4xJc,LOW
net_00790,1,3,EkdPKyue3KCuiSKDAMK4o8HYcTuEAvXrRjP8WAhwMhPY,LOW
net_00842,1,3,FmCT8hkZHzYqbsUjGjmQjUVZZ7kVHeX2osAXSRY3KJnQ,LOW
net_01059,1,3,ZAyqrq814r5qB7gwYFo2BpcttXSp8TYdMav7gD1dEtk,LOW
net_00201,1,3,5KUS5aDfY9cRqEgYgToSs82VpTBvTUve93gFNrfggBCx,LOW
net_00732,1,3,DpXvKhy9hgfjwn6yZVK47NshY9111BPwZ6PkEtgGbPnG,LOW
net_00045,1,3,2WjDXazw26mbhD2fYnYaj4RqkJN75FowZJ1XsCCzKFeH,LOW
net_00836,1,3,FfoZr8Z7deECDBCridwGY9ZqMWNgngv2EdNjbM4Lzg31,LOW
net_00791,1,3,EkkoQcjhj3aB6BUStoRACVqV2uMTKsEaEf8e3AgDEMiM,LOW
net_00959,1,3,HgHpXpwKDgjTyyZe3RyZGF86XBv8Q3aLDwULmSd5cndv,LOW
net_00840,1,3,Fju16NhXgnGjm5ULqh5RxSMVfT19VYMFdcTTTHHbuLSD,LOW
net_00844,1,3,FnTLfoGHmzAEqMWa59at5dCN5caZMLtXwxbEqXpg32Hn,LOW
net_00884,1,3,GVNMCHh2eitMY9ANnuB2Cb4LizM21VYE1511Euav8qeW,LOW
net_00891,1,3,GZA5STxZvB55gGMkpgJSbT7DuZGZbFQ5idXyV4nJGDxd,LOW
net_00830,1,3,FYdFmU1fEArNHMJG96YPYXZJJkDQh7UvCLkseZ7XtBGz,LOW
net_00900,1,3,GmVXYqG4qv7Fewy34zMMvqD7GJQuewm2grJEtjQaqSmQ,LOW
net_00921,1,3,H1F8FQw5nVdwcPTx8dUFry2vzLpQNihPxWP2bkt6Nm6j,LOW
net_00934,1,3,HFkHGwAmhykkmuVLQ7YQTTiiZTb56T9VURadc3AQUNY5,LOW
net_00304,1,3,6tiCmKTdeHS5dnEVhGRDuASyjLSfWqYP57Mti8FbLH5e,LOW
net_00966,1,3,HpTULd2hXC38mvoacE8fgRjgRREK7frh2YvzMv5qXw64,LOW
net_00239,1,3,5uY2HLWarC4S68YemNRAJpkZK3xFVRA727PrLjtaTfzo,LOW
net_00828,1,3,FWzKKbATUE2SHwzGii5FWa91GTxKBV8pKqzgX7S937fg,LOW
net_00265,1,3,6GJ334ybkv7XEEefTKg6LJggAGaaozJN2afU3KezF6fZ,LOW
net_00913,1,3,Gvcr4a4fqeGSGBPvEYZHewguyXEvgcLivjt3QLN4Cd4U,LOW
net_00088,1,3,3E7wqYvQ5iYsCiMpEnfF56tLfRzdvVfA4qaM7i8nsQXx,LOW
net_00247,1,3,61vWx3nxW9GRB1vBbZLDtcGyKQZpo4uBT2QL6o74Nisy,LOW
net_00237,1,3,5u438bY7vBrZVSjKej1TEdGSP9AkRMWUyPzG6A37ipF8,LOW
net_00764,1,3,EP4eybwbNifUHFxgTGPHVqLxupSfgWncmiiSCrEWMNE3,LOW
net_00989,1,3,MczXVAbkiYuDj5o1F3uaeouKto7hF32JnJ5wnnSQjLs,LOW
net_00702,1,3,DTcJ8uwWHctNssxPXq7YD1YUrnKtMC2xyehq1wSUu39E,LOW
net_00829,1,3,FXnpV7L1U5vP5Rr7MBEedCvwgs7E91BT9WVKr5P8chBX,LOW
net_00816,1,3,FDU4zfyKowJvDDkYxVctGwC3by4dh2zrSaDf6EPGFXJn,LOW
net_00813,1,3,FBKqNgmKrHi6cZ9wVwmtmFk5qUXffSe7gxeno5UxFpyd,LOW
net_00803,1,3,F1pkUF7w7AnheLacHRGoaX71burvpstk6xGp92xUHKNZ,LOW
net_00355,1,3,7f8J2muhR36To55J68QGUKWCPTE1vY5TiJmrFpc8LjcU,LOW
net_00307,1,3,6wQ64eCRE1AVPC6w64PcPjennzzM5Wq4iYnfogNHKGyN,LOW
net_00362,1,3,7pDsDkBHYdkUYJhwEBB9JNmjvwD7gbRAzbf6RBkqcjv7,LOW
net_00388,1,3,8EcnZXHXogFWiZjUBhDuNdjeUisFqH3GDfShN4ytuLXo,LOW
net_00454,1,3,9K2u5vnLsQXv9zrsdSHJCJtotiQMHhxzX147Hka2k8in,LOW
net_00463,1,3,9SLPTL41SPsYkgdsMzdfJsxymEANKr5bYoBsQzJyKpKS,LOW
net_00485,1,3,9udqZzePbx3N7917LK9PzgxrDqQEQDECtLc8KTYCNghX,LOW
net_00509,1,3,AFxshUVMkHJwNmA42ixn4RrGDNcASjDDN4RJFSDkYjro,LOW
net_00528,1,3,Abf4F2gxErFGiazj9H9m7BLn1LGQfLoeWVVESHHnHCo3,LOW
net_00536,1,3,Aj8UefRtKAY4VifiN7hUJG1oxY2BXMFSWyg7WN8p6ZVK,LOW
net_00576,1,3,BXW17nLMw7D7HeeJokoKaDgm9AqAimKTWC7yVtRGnwh5,LOW
net_00630,1,3,CJ8aKvHAvgNcNV1vRzGwRjQEETpZZeWiDQ2swMMHiQTx,LOW
net_00652,1,3,CfU5xKQCKiFiWpt258Q4THtEEgYfrNgbPPtHfvcH1rHP,LOW
net_00687,1,3,DCaBupArfX7mmtWmxzhfECi6mHTWbnMbf94s1Z3TXA4N,LOW
net_00712,1,3,DZHcjjnP8Uza8DFpLJNSANMgdp7dHEmvz4QZyi2W9cvg,LOW
net_00720,1,3,Ddx9iAUxpFZxL4CVDXpWDRvpBcHnmD6uAdjngJMtxj2p,LOW
net_00768,1,3,EQ1qx5mxMVQ151sjWsokhCT4jwvV1FjG4BtqE8uStBHn,LOW
net_00779,1,3,EbfBZ91h8gsQWaKAHDcNsuqNcgV22h9TbW8h2yTZJw3e,LOW
net_00781,1,3,EdjwdKgwfX64sD5ukW2ap686bJb2rrBiUpV7wKQwCqMm,LOW
net_01047,1,3,RZa9cGkpk71NJ2A2KP19mMMGxYABRhqMmsxYHip1aPm,LOW
net_00311,1,3,6yVG1yjFwSNvwhmLAncdMzgLMBGc1zTamsDcnQwuNCHV,LOW
net_01056,1,3,Y272xmfGzsRUkEahhaPi1BpQLPX3wjf5VcGnFWaftgx,LOW
net_00221,1,3,5eoQfvTvoeuefNU4wcmq9xC8xNKPyKyTRwQkQ3LsYxT8,LOW
net_00250,1,3,65BvJT242ozV5yzKhLvE9xUPnNy3tkEUkgwhxBP8gpgA,LOW
net_00548,1,3,B33SwcsA7Puz7e9jFdfRPw3Xq1vZP6UdDaM7i2j5Zdj8,LOW
net_00360,1,3,7j9ZTQdppB1QLDaKDV5NVxHg6MvonjApvLHi7Wg5W88N,LOW
net_00452,1,3,9FqJE3E1RrnVriC1fbj4bgdKv4XR3Sf42gzF49Uq8Hc8,LOW
net_00010,1,3,25L8LxJHKqk12KMA7qZWmD8KQaKooMf24dWFH4wMuACw,LOW
net_00225,1,3,5jGNQZ1PdXpYNwaxfnPFkJ9uzB2dZgr1ABbTVgZJPNyx,LOW
net_00400,1,3,8RUpCBegp2MjAPSgZYaZ9Qj7gEQibyvQC4Md5rNxiMxF,LOW
net_00203,1,3,5L9uxQudYJWsXBfJ5VjuMAMpXU1F1ikkBg2Dt3rv4i4M,LOW
net_00007,1,3,217zypipBzqeGUrWET5AT8cPWUrJ6nGU2tCjswGKVV3h,LOW
net_00138,1,3,47RhSJd1CQQrajvFn6DX7h47uDJVk2LR6g1vKYZG7Tyx,LOW
net_00093,1,3,3JvBY3qBoQWVYYVbzekZyvbL12qKS1KvXSG7BrvHk7b6,LOW
net_00016,1,3,28hWWzCGT7safiFQh9Nn9674ofkg9RgwAyBvHQvKLxPw,LOW
net_00063,1,3,2p7PK35FeZHjmsEyJSiDgnoPf6FFCW8iwm9B2vtM3ndK,LOW
net_00018,1,3,2AAogKy2RqbkyHP22KUHtsyt9XZ9bGgzhHFN5zQoXhFM,LOW
net_00052,1,3,2dWB12h3F3mmbWiCaTd26ktjYuAGqrGy1NaFtarAwEDZ,LOW
net_00020,1,3,2CNA8j9zfKtFUvnsbhrmj27NA8ComizLYWT3cweTmTbZ,LOW
net_00234,1,3,5rCsAct5GCKsHSFiry2KvMzQsmYZe2qvorwTUyvuMqAU,LOW
net_00268,1,3,6KfuPNCmKN4yDWUErBrXgogCnDpofHFeD5TcFkXXBaC5,LOW
net_00006,1,3,214UbVh7C3KJBqL2GzmaiX7dohDJb3tqzMw636adDfT2,LOW
net_00086,1,3,3Du3WBZw9LFztJERhtUr7G46WyHMM4XVanmGSq3wExu9,LOW
net_00659,1,3,Ct8kxWQn3bDzRjxihXDs81aQ8GZJS32kNYrUCHQA5xxA,LOW
net_00001,1,3,12VEffWAX87MW9JY2BfWrvHg3uZq9FG1rSKGwaNNkJSr,LOW
net_00076,1,3,32faRkALwqggJJnXkc7Zvoz2SEp6TvTf7FX3YrJvCZjX,LOW
net_00848,1,2,FtEQiN91fQ1hh8d7cu185i5YenudFxQosHE3gkNEHU4E,LOW
net_00853,1,2,FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR,LOW
net_00742,1,2,Dzkeh36vJRSzAYELfdjGMMrBHvcQWmZjQUztzMfRuvuV,LOW
net_00660,1,2,CtPN4EtHuAjocAZRJDfQDHLN5UtVu5uYnP8BbEEHUAZH,LOW
net_00256,1,2,67ewnSLtWKjd87W6Vt7LiDtg9n9UgefYfrgHjkPn9hja,LOW
net_00795,1,2,Er415BPVtYRvPf7iCujRhGCziNQiyAJzQZkh81wEwjn6,LOW
net_00403,1,2,8XKhq1Ygeznsx54sTHvdjhvLXDM8j2oJeqknd1kRpBjQ,LOW
net_00087,1,2,3E26dB4DESPWG33HFnMC28QcRnkH6Xw4ydmvw5H4NW53,LOW
net_00033,1,2,2K9KyJ2SSMgornoAK7X3sDGPT2kCoWci1zmxEtrnnTvo,LOW
net_00235,1,2,5rfYBLwi3aNTb1gJAUucVzHwKBy5NFS6tuq6rMYV5mN,LOW
net_00227,1,2,5jzGvkv64wodTrTqzHmPTDJC1EqvvvAvh3EZAnxMsLoy,LOW
net_00027,1,2,2H8Y5sgMM7937Md8PPY9oENx3cPfb676Znf4zDhWAt67,LOW
net_00050,1,2,2bvKhD7WKgVPYvKhiCn6s5RgZ7pi1XP7fx8wqcNHt7dB,LOW
net_00289,1,2,6bKEDAVBdukaZsQ4sXjEkuacHVtKGmPA3LGW25hSmt4X,LOW
net_00290,1,2,6btMfV8xrvXx4a2G3dfPMrbt3moL7YByAkqG8PMDMpXo,LOW
net_00413,1,2,8epzPehzv8vrzGGCimDXo1EMiT85crSLMzykhQXwjdGw,LOW
net_00421,1,2,8mSRM89Gn1Y3RwdVkfYn3TAwwCQSYYRS632vPWe4TSUz,LOW
net_00366,1,2,7sVwvKQRMvX9q1Ubv7xKdYUSUxhpQKw6hHpKpXvU7rW6,LOW
net_00599,1,2,BtDaZUqHr2mKH5EYQCztuerHBuBEfQNYdquTDtEZp2Ym,LOW
net_00834,1,2,FcZBS2jpSLvZVxNEaH7NCAJeWheEhnaEo2Af8Vbft3hG,LOW
net_00673,1,2,D4Yg4QWvPdEycppH5B8hxeEkFeXWQAtq5hNkKga4VhLV,LOW
net_00971,1,2,HxhMTh4Nmvbf6J3VnnNy6VLrFkZSnaYS8NukaCAPgnrx,LOW
net_01062,1,2,bCJwYPU7x9o2NqntxouwZV1CS5nRFGncbbu1w9dE613,LOW
net_00196,1,2,5GA8swsrgawCSLXuVTWPGNzQDM4GNxNbSn3kekdGRuY1,LOW
net_00320,1,2,79jaStonziyG47PC5JcGX9GVTBUSKUQQ7fyCDSuQH5Fc,LOW
net_00780,1,2,EdXgsJqVwoafwwaZfH2GCGrKVwL5boJPv7Wwhb62XPAU,LOW
net_00917,1,2,GxpRWtTdeGAa3EgDA8yojEdJMx1YKN4VXBYkP5sRZ9vs,LOW
net_00643,1,2,CUn9DfHraAqRbsAKsHiXqEqt6UfKKMTwgN67V3k7Ui2v,LOW
net_00918,1,2,Gy39KSFDDbQiD3kVvTqepBveZcnGDXdFq81tqdnsyRh2,LOW
net_00932,1,2,HF2Lw2tYs4B3y1iqz6iw2f4wTjrn14KppvAezcm7TAT3,LOW
net_00925,1,2,H5fJEPAzrWSxH1shb9jRpmDNyttCSvBA6M7mbnEewKGY,LOW
net_00614,1,2,C6BoTXx6g5qVjGtDJB1HLX3iAKxue6EdyPcYq2dFBtPi,LOW
net_00871,1,2,GFDdy8ncVA7CiSR2kW5GWaUgYHE5gGmos5r97zBPQTc2,LOW
net_00096,1,2,3PpgE1PkUoftrPkZ5TcYzqaVHJs27baJsd4WathmNkuP,LOW
net_00336,1,2,7NbRU1DQs9CdabPwCm2g2oteb8Pr2N1tXR4VQgrLEdeK,LOW
net_01017,1,2,RBXMY1BMoYaYFtE9HK8nyWPtsKUwsYfMGUkgLQeRwLf,LOW
net_00951,1,2,HXRYDBZyaHT8YdXC4F9QkUzRD75KRvFGEDcQMTuUGh1S,LOW
net_00770,1,2,EReRGtpWtt3BYC86THEpkdaCp9ApZDqt5wrVBAE5hp4F,LOW
net_00120,1,2,3r5e5JJKAFxhpXXfXrPTDxMYCmTNVndair9S56oRgcrB,LOW
net_00178,1,2,4zMnqPXBFEYJUJ4qLZbhuNqUCs9DyGqesSKTYRJbxi7w,LOW
net_00202,1,2,5KcR74RvShd4ejYwPzju8VvzpWQB6qyy5NXSomniTEEk,LOW
net_00187,1,2,58bDGEPoSCfrS4XGVJGQothVqxGFSMC4ou13PiXapeZx,LOW
net_00183,1,2,55PB376nxsrBLTZr1UdQSk6M89AxPif6oKmbmZmWq5dr,LOW
net_00524,1,2,AXatAxRufhhjTQtpWV1SXbdCi65RiE36NVVPtGshxwhG,LOW
net_01072,1,2,ekXJrJehu3jHkXRqsVSh61mM7n35L7r9GovU5vU1Kmd,LOW
net_00972,1,2,HyYNVYmnFmi87NsQqWzLJhUTPBKQUfgfhdbBa554nMFF,LOW
net_00927,1,2,H6k13ii1xp7HqTFGZMgV2tU3SKGJ6yBgauCmeUEgG3gX,LOW
net_00908,1,2,Gu2Y4jnzF76ReUabn3kxRitmUnPiuMo27Phq2QvWrDH1,LOW
net_00847,1,2,FsiGTYuDv9C6bDhZSnxFuniheddYGwwsfTxQVkCkXjEw,LOW
net_00801,1,2,EzWmT2yEDFkTQYPbQLdqq2HEE2AvYA1Hg23p2keGD5KE,LOW
net_00727,1,2,Djv4arbWwQMafy1UVJZws4XQMPDmznGQDrJaQcXMcDkp,LOW
net_00547,1,2,B1e1BPue5LVvzD4XWVW4rZTjn2AGfbbB9fmbGvjGXUNN,LOW
net_00722,1,2,DiAoMAJNNdGsbdAHgsja7unZNqTEm2c1EUW1cvqNXBk4,LOW
net_00715,1,2,DaGHiAWaVM8DTp2ZF8anUHeUuDAuKjmcAG9byvKUmCZp,LOW
net_00683,1,2,D8or4cQy1vVDpWRXfFxB2oHcVR5P5pFPvdKsPrFhhXtA,LOW
net_00621,1,2,CAzkZke9kPCQ46aQD1YbCD8mLaqrt1bpptyyBTUfyu6s,LOW
net_00603,1,2,BzBSShDBg8iZDZSsYPoUDWPh71y93wngju4z9zfz97Zd,LOW
net_00596,1,2,Bkgb8j2KwhKbDWAwwcPvUhR8ySfiZvtL33MvQqo2Sq3m,LOW
net_00595,1,2,BkEvXcN1jy735i3FPrRDTVDbbBGFRhW5R6riSxVUdFnN,LOW
net_00409,1,2,8atev8GbhdjPcBTUf14JegJqQxFz3FeGmppzydM51zDS,LOW
net_00550,1,2,B4iULm97JQ3EtkVKCoo9VQgUVE7Qj9t989oHyexHomyf,LOW
net_00501,1,2,A9J2YKnXfE5NaYDtjhUPY8AWp2sN2Somf5RfUKtidqnE,LOW
net_00436,1,2,92mWjDdD5MhTFfPkLtnnHPY92SuDTk59c5JFsJdAjPvM,LOW
net_00423,1,2,8nUVPEYwk2bHBgTd8ZYBqarZMeu6gqZqJtqG6v2S9Ux8,LOW
net_00525,1,2,AZ1SrngaFRmm8UDUNciRnJ24ZAEp2MfSnZGbsfhDtsfC,LOW
net_00669,1,2,Czj6jiWLXSS4AroaB86kTCbv9RB9QovYjNL8cijgyWeT,LOW
net_00334,1,2,7NAd2EpYGGeFofpyvgehSXhH5vg6Ry6VRMW2Y6jiqCu1,LOW
net_00513,1,2,AKy8XbgxizDq9AaAYzvwBkeo2pkU8h8NsFWoUx9kjguh,LOW
net_00238,1,2,5uJKZDwcBy8bRKwBuH71pnoZ7GndLzd4bWQNHaZPCb2L,LOW
net_00071,1,2,2wQaMo986mEPbmngtkwgFtrUM2ttsT8cEqkMB2S5qFLC,LOW
net_00495,1,2,A3W8psibkTUvjxs4LRscbnjux6TFDXdvD4m4GsGpQ2KJ,LOW
net_00992,1,2,Nsgx8SAf9jSmwqewSttpXbEKAHSPZPae2gFLfj6Yu44,LOW
net_00981,1,2,J9mFDaPiN738B6HexCcVw2KN1YnvgwiQ3rZbfp5frCna,LOW
net_00862,1,2,G9VPG4XvHheUUbzPexNzx9Yyx97ii53WYb89PvdM2qQk,LOW
net_00983,1,2,JAQZkUqCfWjXu2jKVDbBp4LD2SbYcRHMN1RN9N8uWiBn,LOW
net_00703,1,2,DTvi6ARgZw5ubRxfZgLs3PQKqXchB5UtU8DZibEThBgb,LOW
net_00696,1,2,DMy6J8XXnqg4ZnMfAAc5DNgtVmcbjtXSQidANynigkkD,LOW
net_00650,1,2,CcuS6zjBQmMj86z3drYMCA12W8bhHWP1voMyKKj2C97D,LOW
net_00986,1,2,JDd3hy3gQn2V982mi1zqhNqUw1GfV2UL6g76STojCJPN,LOW
net_01077,1,2,gMvUq4pLkn8dJ3D4U8ZCy63WSGbBZpS2LHBKCZnDYmk,LOW
