mint,rug_indicator,risk_level,Risk Score %,Peak MC,Current MC,Peak Price,Current Price,events_parsed,created_at,analyzed_at,migration_tx,pool_address
EgnKsA4mDdmr8MuD4GJSDdQC7eUhaE6Ju2g6Cd2zpump,,MEDIUM,43.3,3458660.1,21262.0,0.00345866,2.126e-05,1421,2026-01-19 04:27:10,1768796830.212571,5nRDLDWXZipGw81B9Ztm36sWaMYmARNEDHBEwZAMHcaFgtddf1AFu1CaZPPkWxSEBDDv6UPEsTjBqyom89gsS48a,J3DwFuGu9woxsfMXkRqTRsRZv9VdLWg3tEYyAUCK9GVM
4KdRXLTk5A1PRxs9cPdzmQTUEL2fseBGJ1WMMwJXpump,,MEDIUM,58.4,2239079.16,394227.0,0.00223908,0.0003942,1206,2026-01-18 17:30:35,1768757435.6972768,3SSpG476JsW1kJwJsEELRZoupgVZ1D4mnWEb2e4skGViQJb9ee9rTByy3h2xVwR7dw8ifBMLwZqS6oZjErTPfGjW,5sY9Qd18NWy13F2W5nEV6FLDQjTddDU35997ScNMnp4V
36vyX9xVhj2M3kqzfupcbqPGYCkZoe1iZbjhMqkZpump,,MEDIUM,67.6,2127579.41,2906.0,0.00212758,2.91e-06,344,2026-01-18 00:32:38,1768696358.857047,Q77C7CzYp1CnxoX17SVsccCiCd1rprgbgSA136fDVz1gjrHJC2F3DpHXDX1gwJSBJvbz1MAdvBKMjXLc5LBjZks,EWqJSy2C1vWbGp4D9edtUbBJZ6yJW16hgYtw4BdfMXwM
DiSMYMGKywcHb1Pb1DZp9aZTFZKNN7wDCuGzoGrDpump,,MEDIUM,44.9,2064498.23,10831.0,0.0020645,1.086e-05,1458,2026-01-16 20:49:58,1768596598.706122,2v46qVrfNXoBrWRvvXSrkPXpXm4ZxEoyez8h366U9WusGgJEfyWm3UM4r29fwEvcxbe2y6JofhYc1tyTMuqRztGG,3rGMmM9FBA92FxUvPJ6TUF79XgBLRgdGJ1GiYz7u1b4t
rt4paHbomtUZvvB6nnyT6pzLJ5Wi1sAit7fgoYFpump,,HIGH,70.0,1408073.99,3133.0,0.00140807,3.13e-06,0,2026-01-19 03:10:41,1768792241.4929101,2rZ7mtMNzahU8PKEhp2TsatpeuDtRQKV5VxxrotS3PKdKq5ce4xdkcXzt65uGtga4Ubo1KXga9GFfXsTaLgZUSH6,GFjxfh11bwW9WFsLSHCc3tPfT7EgnaEKoQebrZig1uSH
AakmsJ4vebK1Uk3eWPRPx89WzEDq2knvN2sgGcXEpump,,MEDIUM,59.6,1091674.34,55440.0,0.00109167,5.544e-05,468,2026-01-19 02:17:29,1768789049.005541,5TretDz6UD9RSZ9vABw7x3YZ4kJNJqmqnWcyMhhPPUoVBip8y86cEu5TZBh4cs2PZFXpPG3PfFkTNVeQ43oXkhPS,ANAcV34C7C4R1UypxMbB67YenisVssMHec8Cd3yGMY2W
EAU3AfZyS8ygEa98dSBr93axjDme4oQuiUekd1u9pump,,MEDIUM,46.0,1081547.0,17852.0,0.001119,1.847e-05,1342,2026-01-19 00:45:03,1768783503.171415,4uCHJbnLRhE26RkbPihRvkStmYNc2E6g4nQ47AokiZkKNAZv741tkN7ZihMb3vXLAteMFKekJtWEqgKge7aMHgmx,v2yNhm4KkC87MdBkvvYiMVP7UdSyNYLrfXrFte8A5a7
Hvcmd51zk2vVkeAkYbNgSKsAX17hof2vLsihG9J2pump,,MEDIUM,47.0,1038756.59,263456.0,0.00103876,0.0002634,787,2026-01-18 00:14:59,1768695299.513824,iAfku9Y94TSuKqj7GNwDzqZsdXdq38UuqEWsjiqeForwZJ9kWNLjDC6cie8SmpEC5XDH9Tt3dHN66gDkruLobjZ,GWSwyUQciKLjtHceSm5CVkAfGDMhUGtV36dDRzFHWMQq
Hh2eVgLFYSdPGVaMsTGSLH1CU8ULVe4ouoemxhkVpump,,MEDIUM,59.6,750458.0,37452.0,0.0007504,3.745e-05,9,2026-01-16 17:28:51,1768584531.6455019,kWS6bzJTKgLqZg9Ubjc2wz9Bd9Z8Yei3THTjgwnTSfgzGQmMit7F49GgaGHJ2hQvQWMJUg31Cm6Qb2N6vTCRK5a,5NbmtWzSCZSM853SR6zzu3g7fsZnhAwJsQP4hnoXDGG6
DRpvzfT567yYALXEvB7Lxs7kpeNmEiUXPuAt8Y8upump,,MEDIUM,43.2,701173.25,3266.0,0.00070117,3.27e-06,1353,2026-01-18 02:53:53,1768704833.7505121,3UeXdzYFjQ17Ep3zKH4x87BZq673TybqYGPpVzy9FUnaKXpzYuVehN4HwupMtvJrgXXctoamnx7VSYSBf8cNXvgQ,Box8EsEPdCFdr3LKNGJ6qScz1Wb4raXfM4cHci7ZF5V3
3yxXrRQArWwWm6zvwfSDkDgSvrQQAHPfLbzzGTUXpump,,MEDIUM,42.4,664119.52,24163.0,0.00066412,2.416e-05,1310,2026-01-18 15:32:25,1768750345.780983,21Ac1HDo37UyW3VwVnvw4UPLKkHSrNY7vPFfuwoLRY7QeQJi5TD2QkKpCLf2wwVTM7TsZGBc8GaUcHNEyQsCyeZa,9DVSThb563bHgu3RDkvBYuYsLbGnPADwsJMLSCbkmUwp
EJcS6AwsdEjCs4nUS6t9m8s6FY8bKjJjJMumV36ppump,,LOW,38.6,604811.27,148455.0,0.00060481,0.0001493,1272,2026-01-19 00:08:01,1768781281.695998,3ocAFCEvXMKsFvcYUCxYi5UBMRyd8kMZR6YMQoSkJdMVhaw97oqhx4EtvUz7TdDaf5z9hENSRkSHYAGRF1hngjn6,A5sWiZAE7juoMCioTCQwbzCAL4PBd8AhSQpJiaJ6zkrq
8Jx8AAHj86wbQgUTjGuj6GTTL5Ps3cqxKRTvpaJApump,,MEDIUM,44.9,569667.46,270582.42,0.00056967,0.00027058,1539,2026-01-16 19:30:47,1768591847.859176,5hoQfyW21octRoQUxH1CfifWqJCTR7D993BwP82Wdw1fDjY2ZymWiY8uh2qG5m6iYz8nDp69RMNyWXmnx41SuQbb,DRAf8QxQY86h7yeHdo9GytXAF6GoTTT8oZjknwXV6dCS
FdMtr2ufdJuaBbgCgwr99XeHwhWoFGUVprPHXMf1mYv8,,HIGH,71.8,556548.53,71541.0,0.00055655,7.154e-05,542,2026-01-18 23:22:40,1768778560.452363,2bodDPTYkUoLmG2xqzs8aXYb7TtSb9D9RrgMhQHySepV3Dvd8TmceQCTrrgyPm81xXNHoZUjfitU8yWTY4Tg8Hjz,2s47DB8h719wiFbK6a8nL8BmCsr7xtPYCSJW5XmCDgVZ
G3saPBJUq3wFjZ1c3z6RCjPwUBJi4nguQ7AgrC2Lpump,,HIGH,75.0,555051.94,3946.95,0.00055505,3.95e-06,1464,2026-01-16 12:54:41,1768568081.4372349,3h2hNY11JH9dwaoyEj6w5GtiZtug1fCBkrjwP8xn9A6ppBxGrSaBmvnRCYGUNAyMBENoqcNgX6iWDs1S7Rp7YDHR,HR1hQecAg5mY23VdAV8mhFuC2WXYZmKK4M6mzTihz1vy
D6eapUroaE5qkCp3ZbosEJoq946gBA9Zm9GTA2tRpump,,MEDIUM,45.4,516756.88,3439.0,0.00051676,3.44e-06,1443,2026-01-17 03:12:14,1768619534.3093262,WahZ5xQM4c1x64tGBuWnSaiTVaC6qQau1cWqwfxVtEYhMogidc5e7XGSu8FD2PSEPf6WzuuY4JTp25mw9mFNWUi,CAPn1yH4oSywsxGU456jfgTrSSUidf9jgeAnHceNUJdw
GBhJKkJ62Jf73k8zf5VJEWWoDfz9hQD6NTQj1v5bpump,,MEDIUM,43.4,454776.08,55508.09,0.00045478,5.551e-05,1330,2026-01-19 03:25:06,1768793106.260107,riwjUtbs2u7P5SyL42BwSZhemToQVGj6Huy6KmFvg5QaGAZdB46v7v4hQ5ncJ554yEPeM6b8vNLiUYCtzH9Fu6f,FWXnChXJ1CNdQEGTbPaCgde86xMW3tpnnSLZfTM5hzmh
ACZgmGEMTjeUSkwYAoxCTWAQB58uS7MtBxWY23wVpump,,MEDIUM,44.2,425267.84,90367.17,0.00042527,9.037e-05,1392,2026-01-17 02:31:16,1768617076.70875,4sfw5d4KtpG7jDQPq6LGpjXQ59BNTDJK1Nsmn9KNfkQhnh2dKf7TJ7Hn8v8uifmNp8xcXA7kVCpsJSi9WGiB6YQv,84ueLHBKKPjBVqYryKam4pA82KjGj8bi48SLvX4asBb5
E1k5LqVDWJze7EDyTXWMXpDrmP7EaXqzn2WHmYE6pump,,MEDIUM,49.5,376739.6,34721.0,0.00037674,3.472e-05,1196,2026-01-18 01:53:10,1768701190.604539,2kT9B31QqLp9y6wBtvCZEzHminNhqymm8EJQFoiELKJDXu79Kke2V9uMnB1cstE3qzU8z9UoNCRtgQoUA21848sQ,7YBJAUsB3afNayPQztjemtg96RrEKRhcCKWp2ZcfGNtz
EGRXpfmKnUTr6fRCdgPNmYMEYGkWu2wUyd2euiqApump,,HIGH,75.0,352015.8,0.88,0.00035202,0.0,1907,2026-01-16 22:07:18,1768601238.540988,2zqiWCJySKkAHfrxWKTUt5t9X1YexwqRar8GELcuq9e8pCsVkK32H1H5AWhrNAsVwm9uz8BYkGYvNGP6L5AQw62Y,HZ1PdqgwdxyQBf9MnSpHrx2dBarkWM4twUa9tnMYhn28
7ZxtHYVm1PPq5s161ExQ6gN5zvrabXEHwtWSYwBWpump,,LOW,35.3,310238.2,38391.0,0.00031024,3.839e-05,1386,2026-01-17 01:15:09,1768612509.7256598,4PQceWNsrq9KqCP3oXPB2MKYqYPLcLuESA9aMp6vquQThfJHE9TX8kK5zwg7LrQisxMxe54tTkVbzi3hjWH8SLWp,94AcJCbiNkwqKRsZucQ3wvZwf5dRH7ums4Jf5CKNkeoK
48mqzAGcpiNYUaHqLZZQPzoS4rxArTFtPaXiT9D9pump,,LOW,20.8,290173.74,10227.0,0.00029017,1.022e-05,1595,2026-01-18 02:24:03,1768703043.102724,4VjXXiaEaSwnDXuS8nsrbP7eNMyGdbhPUQg18kXYuycxbFm7oaG4ypPWpt6ukuchKTZDPL5XA2xKuBWSzuZasN8b,3iG2WTkKzkrZRAaVxgmFeMZG27c7t721uqBPaygiRsH2
7CWGD9TzYP1d2Wb58xoB7KKDhrzqQhpH6HFoPUEBpump,,HIGH,74.5,277280.03,4079.0,0.00027728,4.08e-06,500,2026-01-18 01:32:48,1768699968.098342,2nGX4FtQDvLj2Eoq7hNz6aLbVKg7bHr7Ydiygv5AUHoQwshAnQk3iModdRbGoAxuTgHYTDc37jo5EhEas2zZc3VB,LCorFN5A4hGEFs7Eprpwbr7F67knquEwtTHtUdniuRW
6ngNcbH36iRKhvqyLzuNV9hWjq9hxsAWNhMHGf1Ypump,,MEDIUM,51.2,263951.0,2415.0,0.0002639,2.42e-06,24,2026-01-18 23:17:50,1768778270.542788,sLPNw8jCvGPHJHG1xcqu6M7wpnRCUnEUvAMVhfumACdEnxYbs1Nuz4szaw3AL4GyCSeXdd47KFJPNFingHMUZX9,B5H9SF7ZyPPARrYCPwdZ3F96uwU19SoZ8w2aUfYTJ1eq
9pmgUpm3sgeFThmqQirpx7hHuX86MLJkBsDsEAkxpump,,MEDIUM,53.3,249213.46,54726.0,0.00024921,5.472e-05,1585,2026-01-16 22:40:24,1768603224.2221289,358FCg2sZfWTXjszHvMf2qJNzyZofPQVeMFujuy16zMuGAXjdUpHiRpnzWMjVWfTas99gi2c9erVCJH1j7sqo3Hk,GEkpKEsKRfcnFfmfDN2FFJb6X9MBBZRxeLGyQEPPcJwn
68wMtJxjBqqCgFn2VtjWPrUQs6Z7ZbUG8MouCzAupump,,MEDIUM,55.6,241325.3,2574.0,0.00024133,2.57e-06,1154,2026-01-19 04:16:15,1768796175.799131,4dZ2wVR8e5JXisf3PcgjLh6qTFFopNFr4MobjXgUeuEn5huTGiByp8xyD8xL3MrJVxFbff39kMdQx8SksoEnEcxo,Cttx6BjyVvzNmv7ZubzWT2AdFdvUgA38oKeLtBGJfeCa
EiB2VBerQEKXy9pFfAM3pPdzNbQ2nbP1AY21ePmPpump,,MEDIUM,55.0,218876.0,2612.0,0.0002188,2.61e-06,38,2026-01-16 21:13:39,1768598019.5712378,1DABbPzxB1ygfEfca5tj87BKBh2tLCgiMNas7pxKus9PnxqM7PKmHqG2hgbqQCcpXVxUbPG2T21yWAEcsDNzd1z,2FbdsoVqXYZXFHpbavkM6JNA4GaFMK52swVh6nUuX2NH
9Ur1oi9gE1rYfaX7rtqkp6HUybKsWuMZr2Ca4aGcpump,,MEDIUM,41.3,196882.51,2920.0,0.00019688,2.92e-06,1493,2026-01-16 21:43:01,1768599781.184835,4gouwRB2eG4qioFiCUGBG3gkSGZ7sw8c1Fxi8GtAENX6garzd3GuFenCDD2VKuCjvhgVMeKH2Ev9RCKo3Bi87DNJ,7hXkMz7i7fiXvxnAKBDUpLY9Swk3X3aHXvXiQt1pXnU9
ArkzVfcXyEpwRTNNNvpM7NiM2LFH6Jf4dPshEFf1pump,,MEDIUM,56.8,195235.98,3330.0,0.00019524,3.33e-06,16,2026-01-16 18:13:35,1768587215.61198,4TfhymT5ssa6doaUhFhUJiH6j48HsFoWHUpUFyNiMZGTpf74L6dq3PesuTX9aWkzs2yc6afxtzK5MuLgpN2nN1aT,HdbhLvBWhHQ7557Ew4Yzy3r1vq7Shf8FffknGCAQMjMe
55PbiW5TQ9QqcyJN4rUcZsigBhAkBwV1YcGfyAjSpump,,LOW,21.3,193243.77,94279.76,0.00019324,9.428e-05,1217,2026-01-16 17:50:39,1768585839.690701,4Tx9QoZC37juvyibfabS1FTanSb5WV8oias8fAxgouCdYseVr9ZJTDnTK7o59bjWpuv8Kt53ZabR3wgMHkdcbTWM,F2w3xibJLGc7feRhXnBGBfgMyb617nBHjRBgS4QJJuDy
619AVPd67nrWpVJo6bkykxZmUhitS6DQvCz7Lj1Kpump,,LOW,28.1,191668.64,2485.0,0.00019167,2.49e-06,1571,2026-01-19 04:34:29,1768797269.120876,5d8bi29P1kJYXLjtftDiH7Ekfrm1gnK18jeDX63Kn1MHFbnL2yCkMXZy5TSx4VmYkbg8srv8vTyVGbZfQ327ww9x,89vB3gqThkwoQXz8Lh3eZENTX1sTXDTabsNnhQs22vAs
3kJprZPsGD76dPthrjEu1ghL6sgPyJQPcUSnFXAspump,,MEDIUM,56.2,191399.78,2939.0,0.0001914,2.95e-06,17,2026-01-16 20:18:29,1768594709.017077,2jT35Bwfr8GQntpeRyDm9UTccia4qRrWDrQpkmEBtn9Dukx8HELBEFsKBTQf5Gu4Xzm7TQPY7GWL2JjxrbzAGvPK,4CnXZoBixpLiaV9bzx7dp2Fe98mLxG9JD8mQfFJAtLEP
BSCaMw5RFsGKwEkZWfCNdq8BUnyY3RV49EamS4iVpump,,HIGH,74.3,189360.41,4441.0,0.00018936,4.68e-06,1787,2026-01-18 03:34:59,1768707299.52656,3G3zXWicetRKUhDMzhojHh7fdTfQ7WVQeYTCgWd51YS2zZKjy5xhkJGMAcHXVcDEB5jEDzLxs8PGXtEYwUivsPo5,FB38ifN5HeB3HixCjAoLH8h4JBQcMdGWVVKPZ86tt6L6
6iG9TkqyWwJbtSxk9xfMRNPnuNc1wTMZjWWn4XPLP5uX,,MEDIUM,53.1,182734.0,4410.0,0.00018273,4.41e-06,1492,2026-01-19 02:02:36,1768788156.2928991,4vdsqfuZGU3QVST9tANbbPDntGzswHRKxfbYuVo77ymBShymUfnznkHeV7tXKiXpJ3p3bQZPPSUHF9Ru4zirDGRi,kirbyzpAP2do4qU7PjHbVauoEfL7Le1kRbGYcBk2yyX
BeL8Xy17M2J1hDNk4h4raV5gFZCX1b8eptMaw97ppump,,MEDIUM,46.4,181107.0,5420.1,0.0001811,5.42e-06,1012,2026-01-16 17:17:52,1768583872.390069,36f3M1iZmXaPPWmwCrfjkCvsVKYzhoNxVppNwaPdzy3UKw25yJ5tun7hus9ETuVhKBfuarnuew5FP34NXKW49hnb,Eo4RCsMr1ab1wYBg45Zam9FqhsKVEy36UcTya1yLgrDC
DaBEgVwjLrGtJLCDzuPmL7psRxWnab7pvtcHechSpump,,LOW,38.4,180834.0,3533.0,0.0001808,3.53e-06,455,2026-01-16 17:31:49,1768584709.502839,2kCJkQypNAiaaquUA3X5Esw8pScv6As6phVLTVmfXkpGBu6cWdudZBkNwXsEyxo79CnDEqA6mc7h36Fyg6snqMXT,BX5nN9dtfKr6G93wFXFPziyFhYdbf6dmhJfWANY2gkD1
Hg6Yrwb8Qu1S1JvC1QEPvjd8wDySFKvbKhi92oUCpump,,HIGH,75.0,176909.02,2444.0,0.00017691,2.44e-06,743,2026-01-19 01:39:13,1768786753.13653,4gVMvtrB9EAXGNM1QmJ12YKAyNEekV9NVYL4KMouh7PhFdAchXTnjcyS71zsx3gRQCJz2sWUQdxH1RJGz2D7XhAL,BpQbP6WxqkEMnRBRmG3MA5ib1zus63XYAD43a1d1DxPX
DwFr8heu4ZTSFxv9aAKhAXKyukmDg33eP4ReCFAWpump,,MEDIUM,49.7,174148.85,4394.19,0.00017415,4.39e-06,1373,2026-01-16 19:23:08,1768591388.3886158,5GwcjApxBAPnddhngYHREdecNYWHtK6MEWQHML2YzkWMNA5snc2scPopgid8kqKTa3ErAybvxrBFv2FtAsWT3Jt7,5ek6nzwvczXJjaAHxtqmXRs6i9gVNFRwSNbi6eJAUNwq
B2Cx1Wje8tMzauMsZCfNahvN2qxNDHeqqSpan5vRpump,,MEDIUM,55.3,171297.17,28204.0,0.0001713,2.82e-05,361,2026-01-18 23:24:51,1768778691.032031,3ntttdDD251sAWJwxfb4NasCNwUCMjtgkUxKVNGAbg4dQQRkBKeDJTESgJ2m1Kt47y3A4kLkXxCRLc99XKhUfxYg,5KYX2R7JTJXymjaRQyHtnxEr5qfGq7t42W8mtLGN14w6
9m5PfEgHbakyY39WVDD1RpRocP7r5fq4qHK5T9Abpump,,MEDIUM,44.3,155821.72,3596.89,0.00015582,3.6e-06,270,2026-01-16 21:22:42,1768598562.636178,615c3Reimvprk4Wy616m4PyTAzS12KZtu1XBUVmqTenPwBSnUP9J5ePe4Z9B51YX6kAwJYXiVWxwa45KLvBKmjvd,HLZkFU6XpDoUtQjJoajBCDVeD5358dwNArR7G1yA5Ug8
mfMte44uwFPNwvR9vLgbiL6FQXcPFBaB2xREUGUpump,,HIGH,70.0,154957.0,40702.0,0.0001549,4.07e-05,0,2026-01-19 01:47:10,1768787230.889651,db7TtFiRNUR87Bx7i6V3S7n4ZJTobEEkus8dBMRxunmuWCt3Y2XbtwWxNHbyWJc2csP4AbZJ5NzjB9p1Z2ceBv3,BJyLiULcz3BwZzrMEY6f2CDsXgLYhgpCk6Jxrpkjqg4j
8c3fH8kkSu4z6q1zCMN1RqeJhR2NX7P7Ua7R6pxopump,,MEDIUM,50.4,154702.27,2602.0,0.0001547,2.6e-06,478,2026-01-18 03:28:52,1768706932.355853,63bspCnTseSrfJRddww9g6t5n3VrxJsAy4De44SowQQf77v6gvTcYtda52q8vvm991d1nEzuc64gzu3NpaxRfxbB,6k5jdWRy1rT2H55HmiEBCUurv1pHnJx3jSrek3ZfHpqQ
5EvPAtkL5r8PhGedwafiTvDDLi5JoqZMyiSQFfUvpump,,LOW,34.6,136445.0,78762.0,0.0001364,7.876e-05,1475,2026-01-17 00:59:43,1768611583.417608,4psy66iouMMCYLrtUyRxgNL3eYKK135F1c66V9NxKPxU8kgyJPbWYBvAbYpDgUNncsGwvVX3axVZbzbrBLnAau5y,D4r4QhkYAnVwmj6aTXjRGZZJ1dUG8JeWKg8RD1R2Ykg2
8V5ZKPSMixYnBg4t3RtSU9a1daHAh38Pyhea2R3Xpump,,LOW,37.7,130928.86,74082.25,0.00013093,7.408e-05,489,2026-01-16 23:27:05,1768606025.789435,2rExvTN5LX5NWmAxA3vUA8Puvr4ydyCmfS6cTDdM1nLFg1dDww2E53KSvcsx2733JeD81Wmn7U1ZdF4bKSBCrfX7,FTsvV3NRsBwKFFEauQT2rN8nyq6bXHE9Uak1YfzAbnn1
ByjdwjFJb9uTGfsN1wq1Wr74e2HtZrNiY7sdah53pump,,LOW,34.9,129103.83,108770.0,0.0001291,0.0001087,1196,2026-01-19 09:11:31,1768813891.3969028,5g4zq31VtLhF2V8ExDwN61W545qiEg1MYEsgVfCXmqTT1PJR7B9tzki9PiKWpezEw96ByXvnyEnuPH1UAboBdwif,6LRfgT4tK6X7C8aRWawHN6gXFRcSiCXS7h4AXaSdzdxj
DEjvjxKFnW9887MVvqb5ujepT29Ku6ZJ1DrHhj7fpump,,MEDIUM,52.7,121866.1,2955.0,0.00012187,2.96e-06,991,2026-01-19 00:12:37,1768781557.9332988,Q1AoWW4rNCfQ6FRcLsDkgBEVvcTzfyFvxSR6vVFirExpdc9dQfUaYPFuFotzKzWmtNWtqbK6nqL6BaYfbrmeYqb,Asd3jDKewYNrjZPLLdPg5WaK1V4vYsaBDGncqAzxBYYR
GSfwSEi5a8H7FWiTsujBJC86Xj6jq63FyMLJPdfvpump,,MEDIUM,45.9,120405.41,38671.0,0.00012041,3.928e-05,1582,2026-01-19 00:36:47,1768783007.99206,3F3xyqVsCAbzMRww93sJ9mgm1aRAYbSBFXXmseMfE59fVCbvQt9VEKrkd8DdRnFDA5aRLhQ95jg26SDuZEh7fEH9,9GRAm6pT5qacCF7zAfyWZzWmhEVQ44kWxAUwiqY7QDHe
HqCwywPRQCAE1jB1dnR1NqTk53wX2mDpyC27befjpump,,MEDIUM,44.9,118521.0,55.02,0.0001185,6e-08,1103,2026-01-16 22:23:22,1768602202.115378,P9aRUZMLyqRT6QNjNRyHa5ajNjtZ1aEsnXJp623ybRxvWpDdDh1HThdjmyzZFuvQPeGbMF49GuvymT7iTwhUxDY,G9WWpFBZfG6bQYzuw3tza2nhL7RzVxz9haCBv8ktXbTq
4Xm8joE2sg1wN2V4rNLLBdv6JQYcrKFAg7JALBEApump,,LOW,34.1,116677.48,3443.0,0.00011668,3.46e-06,1512,2026-01-17 03:03:53,1768619033.127881,3k948g5dGUgzu9ahmhjRiJmZcJ7LG57nFNYhJyryYcHtNZYTKP6BGkz366abheUHxnHe8mkCSLCQw7swddGrcqV,DNY2PA5tproZNEZyynhzhjrohFrA6k58g2isF3bEc6As
GX7jJ2E86ndix3B1V3Q2GVahukiDf9eUip2yBmPmpump,,MEDIUM,44.8,112821.78,73104.0,0.00011282,7.31e-05,935,2026-01-19 01:59:45,1768787985.4951098,2LfTV4AUPdWgCG41st1gCamx6wXMZvFUpixnRPRL7UKMQCXfDZr5Zpuixd7t2V1WRVnX4TBqjJwFL4ULtDeRMLEh,5ENxyQku4mPBfsh5bGGAretaLh4XebABE4uNzoeD3mbv
FAzU8r2uQQHR989s2VSctft5epfdKw6KrKKmDKrppump,,MEDIUM,55.8,108802.14,25906.0,0.0001088,2.59e-05,1490,2026-01-18 01:06:04,1768698364.2218099,3fYV42bbvXVDCauASMrSBfS91C7q3k8SYGSxHgyr64unzBWJyC3TCCVK6crnvTeBzW8ZjkjZwFbFNFxU9Gm7XTA5,Faqfrhn8fvzZQRPWybZZVzzhFpLiK89jucurWRpSvKam
DrnF17MbiKXu7gVyfL13UydVvhFTSM7DDWN3Ui8npump,,MEDIUM,60.1,108418.98,20281.0,0.00010842,2.028e-05,258,2026-01-16 19:19:15,1768591155.914471,4c1bUKZ4KNv3C2hEu9uLPoSXGMDM3E46rBXu7H9QaGY9W7TpD5uNvLRc5JVAzpQ5T7hsFxjTuapH1Bha2zFLS31n,EpAFJYWk2CGBDcuNDgoy3R77aBuDPeyKSBgXFWxU9FVg
